gene,mean_n_neighbors,mean_neighbor_popularity,median_neighbor_popularity,specificity
SNRPG,242.02,5376.883746058715,5069.6,0.6712391472908154
FMOD,227.94,5376.90692385264,5172.61,0.6712377301221253
PCGF1,356.44,5376.970886982051,5056.92,0.6712338192001193
ENSG00000310523,334.42,5376.982862408311,5096.78,0.671233086982066
FAM157D,184.48,5377.015888882232,5162.28,0.6712310676317804
LINC01291,153.18,5377.188926913799,5114.15,0.6712204875014491
NEXN,227.32,5377.395624301088,5186.42,0.6712078493242991
HSPG2,212.08,5377.402605150985,5189.87,0.6712074224915325
ACTG1,380.38,5377.500818662998,5102.12,0.6712014173853257
NDUFA8,307.1,5377.551450117646,5070.69,0.671198321606992
LGALS8,275.88,5377.646350022372,5036.59,0.6711925191059387
HLA-C,237.3,5377.688465023496,5181.89,0.6711899440523695
ENSG00000270574,310.08,5377.735737091343,5179.97,0.6711870536783037
RALBP1,363.96,5377.773037913961,5155.6,0.6711847729798862
BLK,157.1,5377.774633767417,5107.24,0.67118467540401
SEPTIN10,277.78,5377.798987553201,5068.74,0.6711831863312014
CIMAP1B,197.68,5377.870498974346,5170.6,0.6711788138811161
TESMIN,286.6,5377.881928134322,5183.25,0.6711781150636306
TMEM205,335.12,5377.962925104866,5069.77,0.6711731626349822
ENSG00000288758,162.16,5377.996845907764,5214.24,0.671171088602399
ENAH,289.08,5378.02445230592,5157.06,0.6711694006538722
IFI35,224.02,5378.08098395489,5118.62,0.6711659441177078
GUSBP11,331.78,5378.1284073983525,5097.12,0.671163044488025
RBM22,495.34,5378.3278210974895,5078.28,0.6711508516601963
ITGA6-AS1,368.56,5378.3385623926015,5184.25,0.6711501949010944
PTCRA,158.82,5378.378793548789,5185.02,0.6711477350321744
MAPRE1,379.26,5378.5363833102465,5074.55,0.6711380994613118
ENSG00000308739,324.6,5378.6002560206025,5099.44,0.6711341940678324
IGLV3-25,132.7,5378.601985243464,5165.71,0.6711340883372996
NCSTN,346.06,5378.625998688259,5130.35,0.6711326200740899
ENSG00000293498,236.58,5378.676632456698,5172.26,0.6711295241542832
UBE2H,281.4,5378.707812366169,5094.04,0.6711276177091918
ARHGEF37,153.1,5378.726840751055,5222.35,0.6711264542494005
PLEKHM1,413.32,5378.803979062064,5141.78,0.6711217377522432
TMEM273,169.32,5378.897904047417,5131.58,0.6711159948610568
BSG,283.9,5378.9545314074085,5099.63,0.6711125324727968
CHST11,337.54,5379.018842000606,5101.85,0.6711086003056799
MEST,274.98,5379.03790137493,5087.99,0.6711074349510896
ENSG00000290535,236.48,5379.242155268018,5201.67,0.6710949461774369
WDR25,339.36,5379.247599943824,5099.77,0.6710946132715485
RNPEP,303.68,5379.286254016217,5131.44,0.6710922498308641
RNF14,235.58,5379.415357391745,5090.85,0.6710843560139563
MFN2,278.04,5379.428692235511,5169.72,0.6710835406765203
EMILIN2,220.3,5379.46247217874,5165.21,0.6710814752565735
RBM44,218.5,5379.541590046494,5065.08,0.6710766377226234
LIMS2,225.82,5379.573058485989,5091.37,0.6710747136358306
GPR82,255.14,5379.613537382955,5196.39,0.6710722386192018
SMIM1,108.04,5379.648212974896,5109.95,0.6710701184362644
HSD11B1L,370.1,5379.654637823484,5098.77,0.6710697255992978
ASL,342.72,5379.67146647044,5124.63,0.6710686966389214
KRT72,109.02,5379.7418099579645,5219.13,0.6710643956002467
ANO5,275.12,5379.755222117621,5144.62,0.6710635755354557
MID1IP1,290.46,5379.830207175691,5158.55,0.6710589906954637
G6PD,316.36,5379.833354429275,5127.55,0.671058798261738
CD276,296.52,5379.843753405779,5188.38,0.6710581624331532
CLASP1,310.08,5379.844515506795,5033.39,0.6710581158357203
NUDT5P1,199.8,5380.009769617829,5085.15,0.6710480116406097
ENSG00000286681,262.4,5380.098773928373,5102.15,0.6710425696161191
FGFR1OP2,229.28,5380.114439256442,5057.55,0.6710416117849929
EEF1A1P12,322.84,5380.152787085842,5143.01,0.6710392670690406
ZNF697,245.2,5380.172087642011,5072.97,0.6710380869677768
LIN37,363.36,5380.189722772803,5133.66,0.6710370086962517
ATP5F1C,260.86,5380.224557707485,5084.93,0.6710348787705605
SEC62,268.64,5380.408643506613,5102.95,0.6710236231423654
MED11,367.58,5380.414789350421,5191.45,0.6710232473646944
FGFBP3,350.26,5380.558102692236,5075.61,0.6710144847024007
FCGR3A,255.26,5380.641092263627,5138.59,0.6710094104393991
IGHV6-1,148.18,5380.726621506931,5214.72,0.6710041808922695
LBP,256.14,5380.777346768865,5203.62,0.6710010793782413
CNIH3,277.66,5380.784556960981,5179.31,0.671000638522716
REEP4,359.62,5381.0572771326515,5130.15,0.6709839634892907
DNASE2,265.76,5381.169322974607,5109.15,0.6709771126276609
C5AR1,297.1,5381.2503009973725,5114.9,0.6709721613575437
AMDHD1,256.26,5381.257696636994,5172.6,0.6709717091631309
ENSG00000230730,240.58,5381.3573443433515,5179.53,0.6709656163654325
NCK2,333.22,5381.409967666368,5109.31,0.6709623987975317
ENSG00000264659,248.74,5381.4621144318535,5152.29,0.6709592103679698
ANKRD2,184.24,5381.50114397893,5174.38,0.6709568239694937
TAFAZZIN,401.42,5381.519997175239,5095.01,0.6709556712213245
ENSG00000291228,368.44,5381.549522588246,5134.65,0.670953865937741
MTCO1P12,181.38,5381.615543926257,5183.07,0.6709498291699018
WDFY4,236.74,5381.646559171728,5123.77,0.670947932792924
ANTKMT,273.36,5381.6917276203285,5047.37,0.6709451710412517
MAP1LC3B,344.0,5381.712354311191,5066.16,0.6709439098556288
ENSG00000262580,232.58,5381.745576638696,5100.95,0.6709418785301928
SPATC1,167.04,5381.878091538361,5166.64,0.6709337761211641
ENSG00000278949,261.02,5381.91079843377,5119.67,0.6709317763109893
IFITM3,265.12,5381.965170117302,5191.23,0.670928451842415
RAB11B-AS1,392.42,5382.020977248661,5169.96,0.670925039605707
INSYN2B,287.26,5382.060181112244,5117.48,0.6709226425489303
LBX2-AS1,280.38,5382.077671309944,5129.04,0.6709215731391046
CDC42EP3,243.98,5382.096837527533,5146.2,0.6709204012517558
IGLV3-19,133.14,5382.119972159201,5148.91,0.6709189867221521
ENSG00000291233,275.06,5382.124234037878,5156.44,0.6709187261364795
AKR1C1,160.78,5382.276826761867,5198.5,0.6709093961013839
ENSG00000290569,330.6,5382.488419573836,5129.11,0.6708964586014163
C11orf96,241.34,5382.771320478792,5199.28,0.6708791610835345
COL7A1,193.34,5382.795832232818,5228.02,0.6708776623520136
PLSCR1,187.16,5382.88296176073,5153.5,0.6708723349580721
NETO1,250.68,5382.899257539604,5190.45,0.670871338579052
TMEM167B,319.54,5383.058163018873,5042.01,0.6708616225607538
TMEM14C,243.54,5383.103839415044,5096.75,0.6708588297514495
IGHD,111.22,5383.109084479849,5134.55,0.6708585090504525
CYYR1,190.14,5383.117644695953,5196.13,0.670857985649896
SLC6A12,179.68,5383.246874049991,5181.07,0.670850084130236
RNASE2CP,151.64,5383.350087213202,5241.58,0.6708437733284499
ENSG00000262714,171.56,5383.3508685236375,5143.01,0.6708437255564881
SGF29,300.16,5383.634126601409,5125.19,0.6708264061998528
IDS,297.08,5383.669333154193,5066.46,0.670824253552174
FBP1,210.98,5383.679415107305,5118.65,0.6708236371074714
SLFN14,165.56,5383.704461660723,5191.39,0.6708221056765074
OSBPL2,356.78,5383.717198413065,5085.88,0.6708213269084033
PTPN23-DT,355.72,5383.751671705059,5137.51,0.6708192190947686
PLEC,243.02,5383.770275872174,5176.84,0.6708180815730862
ZNF446,324.84,5383.776282391286,5084.88,0.6708177143141983
TMEM252-DT,228.14,5383.895882342543,5174.53,0.6708104015687837
FAM106A,125.62,5383.960204191053,5126.77,0.6708064687134789
GRIK4,169.02,5383.9778276616735,5179.81,0.6708053911548961
ENSG00000293691,79.1,5384.003514117797,5226.42,0.670803820598117
CMPK2,162.58,5384.201807268819,5113.78,0.670791696284389
ACTR3B,369.1,5384.210563946364,5084.88,0.6707911608715155
SCN3A,229.26,5384.223236961805,5095.59,0.6707903860005011
CA8,215.5,5384.2377959782025,5211.84,0.6707894958130112
KCNMB1,279.54,5384.248263784116,5106.86,0.6707888557759636
ATG10,312.48,5384.249526642136,5080.75,0.6707887785605542
H2BC6,191.2,5384.2722152348715,5178.99,0.670787391303279
RFNG,357.26,5384.32121032807,5125.32,0.6707843955776172
GSDME,248.76,5384.465721658198,5182.86,0.6707755596662672
ITSN1,284.76,5384.478816501837,5156.1,0.6707747590032506
ENSG00000280046,308.26,5384.518071350291,5148.8,0.6707723588290864
EMC3,292.08,5384.657669990033,5094.45,0.6707638232962376
TPCN2,346.76,5384.72876806065,5099.69,0.6707594761198012
GOLGB1,358.46,5384.7551952456115,5081.69,0.6707578602723564
EPHA1-AS1,189.76,5384.778239887385,5227.68,0.6707564512450391
CACHD1,270.26,5384.789790327431,5186.15,0.67075574501208
TJP2,253.8,5384.792698927024,5113.87,0.6707555671704664
SCNN1A,271.08,5384.897692347776,5197.52,0.6707491475177147
DEGS2,303.28,5384.9134629947575,5130.34,0.6707481832470341
GPR137,342.32,5384.933366667299,5143.74,0.670746966269196
PTPN18,352.1,5385.178805912981,5060.28,0.6707319592838288
OSGIN2,243.64,5385.191492861761,5054.03,0.6707311835608829
QRICH2,255.28,5385.198662678271,5096.53,0.6707307451740586
LINC00467,313.1,5385.2259578720295,5166.51,0.6707290762536209
P2RY14,171.8,5385.345309007194,5090.26,0.6707217787216635
ABL2,321.14,5385.394274160409,5070.21,0.6707187848266336
DPCD,200.98,5385.477880495713,5138.68,0.6707136728526009
ZFAND3,397.9,5385.60955600877,5177.35,0.6707056217665075
ATP5MJ,229.52,5385.624426210267,5220.37,0.6707047125521084
SLC38A10,329.46,5385.653343366747,5092.01,0.6707029444593857
AHNAK2,273.2,5385.811066796569,5131.32,0.6706933007155873
STX6,390.42,5385.8789507901265,5099.07,0.6706891500586899
RAVER1,331.94,5385.879043278797,5095.21,0.6706891444036198
EEF1AKMT4,262.46,5385.953958178101,5150.19,0.670684563853372
NDUFA11,359.32,5386.025763965331,5046.17,0.670680173404749
BEX1,150.26,5386.070446761915,5243.46,0.670677441347483
ENSG00000280035,222.94,5386.085632661469,5123.29,0.6706765128302372
ENSG00000302880,187.8,5386.188993945872,5109.15,0.6706701929718206
SULT1A1,296.72,5386.217808589922,5204.51,0.6706684311470545
ENSG00000295989,199.36,5386.277649135559,5171.76,0.6706647722937598
NDUFA13,308.66,5386.305663739834,5063.84,0.6706630593861306
CYTL1,248.84,5386.319471557825,5181.37,0.6706622151294512
OCEL1,283.86,5386.347783461445,5086.79,0.6706604840439349
ENSG00000215022,228.1,5386.348497773622,5132.56,0.6706604403684732
TMEM258,346.2,5386.356828953342,5120.08,0.6706599309719754
IGHV3-74,124.78,5386.47933368287,5217.26,0.6706524406185955
ENSG00000285280,243.02,5386.502491706226,5227.15,0.6706510246587449
ENSG00000289056,316.2,5386.509926456908,5134.45,0.6706505700729497
TBCEL,193.86,5386.512130671655,5161.18,0.6706504352998071
CLDN15,331.96,5386.531621927192,5071.01,0.6706492435385392
SAP30,177.36,5386.793750401396,5148.45,0.6706332161173099
MYL5,325.16,5386.995508850173,5133.7,0.6706208799235602
ENSG00000278133,350.24,5387.004511077756,5121.98,0.6706203294969271
DMRTC2,202.58,5387.021258880849,5235.89,0.6706193054796179
ENSG00000287091,319.2,5387.066418180796,5196.92,0.6706165442873252
ENSG00000289327,221.74,5387.0705557223655,5150.48,0.6706162913040437
ABHD5,254.68,5387.131064028734,5128.85,0.6706125916215999
ADAM9,179.96,5387.1373589759,5041.46,0.6706122067272455
ENSG00000291063,340.36,5387.213836281152,5098.71,0.6706075306462151
EEF1B2P3,298.46,5387.480317939876,5136.77,0.6705912370565652
ENSG00000289271,184.26,5387.715081759676,5148.01,0.6705768828028325
RHBDF1,247.26,5387.74509855572,5197.53,0.6705750474744286
PRKAR2B,148.98,5387.756754418611,5175.25,0.6705743347955603
ENSG00000305620,234.1,5387.762233931783,5182.31,0.6705739997595974
LINC01002,194.66,5388.027349053796,5176.44,0.6705577897246227
MED12,302.74,5388.058787402418,5121.6,0.6705558674776877
HMGN2P5,273.5,5388.099138585521,5140.75,0.6705534002699162
SLC35E4,283.28,5388.333891681179,5097.68,0.6705390466718937
ENSG00000268069,322.76,5388.440381964606,5137.15,0.6705325354958969
NOMO3,217.54,5388.465457009962,5095.08,0.6705310023228394
UQCR11,250.64,5388.619151416727,5161.09,0.6705216049271339
SIGLEC1,121.16,5388.632344762941,5132.17,0.6705207982413366
CPD,215.36,5388.737971871015,5072.86,0.6705143398427994
B4GALT4,213.06,5388.7843993094775,5113.91,0.67051150111223
TMCC2,97.9,5388.810581853907,5197.92,0.6705099002229344
RPS6KA2,231.5,5388.822376179368,5136.69,0.6705091790779965
COX7A2L,336.12,5388.9294883025395,5098.67,0.6705026298806152
RNF39,325.0,5389.056028922617,5107.24,0.6704948927592408
IGKV1-16,141.14,5389.094913084441,5195.85,0.6704925152501107
ANG,211.22,5389.212957746893,5218.14,0.6704852976003122
MMP17,229.76,5389.27237473474,5084.92,0.6704816646447729
SMIM20,300.94,5389.34444827245,5094.15,0.6704772578249801
TMEM98,227.56,5389.372208229498,5231.14,0.6704755604873434
ERP44,432.18,5389.377902220261,5087.85,0.6704752123374955
TREML1,110.64,5389.3864083932,5221.57,0.6704746922413207
IGHV5-10-1,121.82,5389.406691006442,5194.57,0.670473452093767
BABAM2,356.58,5389.439119672972,5120.65,0.6704714692954465
LINC02604,276.74,5389.618655666933,5171.52,0.6704604918577235
VAMP3,387.84,5389.96289003712,5166.99,0.670439444204395
CDKN3,204.76,5389.981352049383,5196.62,0.670438315374541
ENSG00000244459,300.54,5389.985497347126,5184.53,0.6704380619170207
ENSG00000294481,221.44,5390.067471649647,5143.52,0.6704330497309907
ENSG00000272977,230.58,5390.1941076787925,5108.36,0.6704253067759833
ENSG00000273017,283.22,5390.240669364102,5187.11,0.6704224598371078
ENSG00000288044,389.14,5390.2553103287155,5118.6,0.6704215646390268
GATD1-DT,238.4,5390.328635606722,5113.39,0.6704170812836
CLIP2,243.8,5390.5025138384535,5153.02,0.6704064497805898
CLN6,287.12,5390.5181471535925,5109.39,0.6704054939068425
SLC22A15,199.32,5390.580504317672,5047.59,0.6704016811789867
FAM131B,264.5,5390.687220734778,5140.97,0.6703951561764123
ENSG00000296972,280.74,5390.81999743306,5100.18,0.6703870377601309
AP3S1,309.4,5390.845948404566,5123.66,0.6703854510299868
UBXN11,272.96,5390.868008092409,5097.63,0.6703841022260832
RPL7P18,222.64,5390.873367560155,5228.48,0.6703837745301036
DPY30,280.68,5391.0268643255895,5173.96,0.6703743892188573
CPB2,273.48,5391.055758509598,5243.07,0.6703726225307491
RAPGEFL1,279.22,5391.086119935496,5182.33,0.6703707661305107
GSDMD,311.52,5391.0871028869,5113.84,0.6703707060295384
RAB11FIP4,286.74,5391.111708945591,5158.33,0.6703692015319113
DNM1,257.62,5391.113600413688,5197.78,0.6703690858811564
ENSG00000302420,219.1,5391.280818031458,5140.88,0.6703588616306049
IGKV3-15,129.32,5391.321267573446,5201.6,0.6703563884088386
ADGRB3-DT,173.0,5391.52775556923,5235.76,0.6703437630345931
TSKU,254.28,5391.646264547527,5232.71,0.670336516994954
TBC1D10C,342.6,5391.699539655932,5078.89,0.6703332595746907
IGLV3-1,124.88,5391.752407535108,5194.62,0.6703300270537995
ENSG00000268858,354.28,5391.773319706616,5128.64,0.6703287484129248
LAMTOR4,299.62,5391.869311368085,5129.56,0.6703228791581728
MEMO1,355.68,5391.932439840153,5140.54,0.6703190192699386
ENSG00000306723,261.1,5392.089014412241,5171.95,0.6703094457711867
ENSG00000256967,198.7,5392.137913640971,5165.65,0.6703064559070027
GTF2A2,335.92,5392.13825297924,5129.83,0.6703064351587136
MSMO1,228.68,5392.3494942467405,5111.18,0.6702935191533634
ENSG00000286366,364.72,5392.418297298582,5138.16,0.670289312302135
FCAR,170.02,5392.703386130675,5086.71,0.6702718810069902
AP1M1,380.26,5392.7609439796115,5118.74,0.67026836172549
HECTD3,389.52,5392.949260974627,5086.64,0.6702568473876719
MTMR7,336.34,5392.955439138849,5128.27,0.6702564696338216
SIRPAP1,160.22,5393.036983316115,5211.13,0.670251483747104
ZBED5-AS1,291.66,5393.215645410204,5188.39,0.6702405597425739
ENSG00000303915,317.1,5393.241867856343,5194.99,0.6702389564135529
GNG11,145.26,5393.319285862053,5230.8,0.6702342228149157
CX3CL1,269.26,5393.323128093595,5203.45,0.6702339878878878
KATNBL1,170.18,5393.36207639547,5113.85,0.6702316064570181
ENSG00000289963,167.62,5393.442965590013,5104.15,0.6702266606181588
ATP6V1D,342.94,5393.509183619367,5213.65,0.6702226118239458
HMGB2,200.48,5393.541830040139,5118.55,0.6702206157113948
POM121L14P,254.06,5393.546504816043,5199.5,0.6702203298797895
BANP,350.24,5393.567289469389,5088.9,0.6702190590358063
MBLAC1,371.44,5393.592419351287,5129.21,0.6702175225098571
CTCF-DT,345.4,5393.679157757811,5113.26,0.6702122190303998
RPLP0P9,305.06,5393.686106651646,5148.74,0.670211794151535
KCTD21-AS1,322.1,5393.809744033195,5156.75,0.6702042345439807
ENSG00000310496,236.78,5393.825742689273,5226.12,0.670203256332053
TP73,268.52,5393.826534851459,5204.66,0.6702032078965785
LAIR1,237.96,5393.867203739833,5145.06,0.6702007212632325
ENSG00000309414,320.14,5393.913934320661,5206.7,0.6701978639975139
ITGAX,277.72,5393.932047326899,5170.19,0.6701967565070682
ABLIM3,171.34,5393.945101366396,5187.79,0.6701959583389547
DPP3-DT,391.2,5394.04194863861,5115.65,0.6701900367692688
NDEL1,341.44,5394.0438363365965,5120.88,0.6701899213490311
COL15A1,294.94,5394.056928569001,5194.03,0.6701891208456741
ENSG00000308656,289.86,5394.060680138754,5221.3,0.6701888914620144
TSKS,254.3,5394.122194471238,5164.79,0.6701851302677323
HDGFL2,426.4,5394.178909895684,5139.11,0.6701816624949138
DENND5A,291.3,5394.237725407011,5088.79,0.6701780663156827
DOCK5,235.58,5394.247094386939,5056.97,0.6701774934645711
RN7SKP16,165.0,5394.266213778726,5075.76,0.6701763244403103
CDC42EP1,148.06,5394.299775659792,5191.1,0.6701742723534214
HADHA,426.48,5394.402090245495,5115.61,0.6701680164937025
ME1,208.46,5394.439700165901,5234.66,0.6701657168960011
RANBP9,302.88,5394.544818544049,5038.75,0.6701592896029318
ATP5F1E,239.58,5394.569015657249,5135.5,0.6701578101096148
ENSG00000300403,135.28,5394.655573440049,5162.86,0.6701525176741028
SPATA24,391.16,5394.697476205648,5137.37,0.6701499555973311
FHIP1B,294.94,5394.7002478400955,5153.16,0.6701497861302296
ALAS2,91.08,5394.702581407253,5178.18,0.6701496434480432
OTUB1,400.2,5394.728672877241,5085.36,0.670148048127347
DMKN,230.24,5394.797727943308,5181.66,0.6701438258671166
SIAH2,190.66,5394.877252327976,5128.14,0.6701389634773478
NLRC5,269.94,5394.902462869999,5106.61,0.6701374220195659
IGHV3-48,137.18,5394.9079978029595,5224.76,0.6701370835950499
PPP1R9B,347.34,5394.93689913402,5090.58,0.6701353164699468
LRRC37A2,223.1,5395.024878512204,5159.55,0.6701299371132863
RN7SL834P,275.24,5395.183391587179,5107.66,0.6701202450879132
ENSG00000290031,287.18,5395.276859342885,5196.44,0.6701145301532936
PXDN,232.2,5395.392498553273,5248.91,0.6701074595809677
PLD3,272.28,5395.4088920006425,5087.94,0.6701064572301656
ENSG00000269958,353.56,5395.487065219923,5134.56,0.6701016774552171
PRR33,227.92,5395.7863432270115,5209.48,0.6700833785859364
DCST2,331.98,5395.904924323941,5192.53,0.6700761281367202
ENSG00000289584,231.16,5395.916021850307,5132.35,0.670075449596435
TMEM92-AS1,246.82,5396.132169028826,5213.69,0.6700622336270972
UBE2C,194.06,5396.221503921971,5172.56,0.6700567713896686
GPX4,277.06,5396.226386414325,5209.18,0.6700564728575772
HNRNPK-AS1,228.72,5396.229788901376,5078.51,0.6700562648180143
MCPH1-DT,345.96,5396.293013608596,5098.74,0.6700523990456377
PPBP,107.64,5396.4285898019025,5245.67,0.6700441094587648
SH3D19,246.6,5396.442869496266,5214.07,0.6700432363499684
TNFSF8,210.64,5396.447742979571,5109.63,0.6700429383687209
CRAT,286.7,5396.492944801584,5201.47,0.6700401745764852
ENSG00000289557,226.16,5396.550208034327,5219.01,0.6700366733088152
FMNL1,341.7,5396.601501191086,5174.45,0.6700335370717772
MIR142HG,231.52,5396.675892285812,5160.43,0.6700289885487123
WDTC1,427.24,5396.697960630559,5182.51,0.6700276392154962
VNN3P,193.68,5396.718468708079,5152.49,0.6700263852822942
IGF1R,214.2,5396.744860534204,5068.4,0.6700247715968081
NDUFS4,223.26,5396.751928474608,5176.28,0.6700243394390335
SCN8A,225.56,5396.832846940844,5176.75,0.6700193918104038
FOXC1,178.26,5396.859432930878,5188.13,0.67001776625308
LRRC23,331.62,5396.870516487537,5120.55,0.6700170885669497
ANKRD33B,244.2,5396.926727577502,5108.56,0.6700136516308467
HNRNPC,412.14,5396.96569605244,5113.49,0.6700112689665276
BHMT2,262.22,5397.06131418691,5208.56,0.6700054225504795
RAD23B,345.58,5397.081671859533,5110.9,0.6700041778135413
RAC1P2,302.14,5397.086304700367,5233.99,0.670003894545988
TBC1D8B,256.14,5397.106976109764,5191.05,0.6700026306261226
