gene,mean_n_neighbors,mean_neighbor_popularity,median_neighbor_popularity,specificity
DHRSX,290.9,5674.235234025331,5555.43,0.6530580719030675
C16orf87,264.18,5674.241094252249,5383.09,0.653057713588979
ENSG00000260196,260.48,5674.25572592414,5493.49,0.6530568189590865
CYB5A,190.32,5674.263144684186,5526.29,0.6530563653510129
BFSP1,182.18,5674.289220279772,5522.78,0.6530547710009311
CCL3L3,91.86,5674.432436238705,5585.54,0.653046014292956
CROCCP3,249.26,5674.441812442407,5452.62,0.6530454410001585
STARD7-AS1,276.56,5674.510327694436,5423.11,0.6530412517459838
MSH6,280.5,5674.541957218573,5391.92,0.6530393178099314
PDE4DIPP6,214.54,5674.645996876414,5555.73,0.653032956473469
LONP2,258.08,5674.6593315706305,5547.5,0.6530321411451769
ABHD8,235.68,5674.840479265477,5577.77,0.6530210651626123
CDC25A,154.46,5674.863205174712,5563.58,0.6530196756236801
TNFSF13,223.32,5674.909858784882,5574.5,0.6530168230642077
ELOA,331.4,5674.921816208691,5364.93,0.6530160919468853
ATP11A,212.62,5674.9516746038935,5549.71,0.6530142663036446
KDM5C,297.44,5675.07168506086,5488.16,0.6530069284585228
IGFLR1,232.4,5675.191184814276,5570.62,0.6529996218395429
COL9A3,133.42,5675.313603854077,5619.04,0.6529921367255227
CD163L1,135.36,5675.327033143229,5576.91,0.6529913156133764
RAD51,160.66,5675.37124100533,5561.15,0.6529886125952107
TLR2,174.98,5675.373450833255,5528.36,0.6529884774788594
PIRAT1,131.94,5675.378294088822,5603.94,0.6529881813458378
STK4,264.32,5675.396932252551,5422.88,0.6529870417454875
TRIM24,275.72,5675.434267958697,5394.37,0.6529847589141733
TRAM2,236.82,5675.462286822855,5368.01,0.6529830457460803
TNS4,252.56,5675.464884187674,5525.19,0.6529828869344131
ZSCAN21,354.84,5675.47497426672,5435.48,0.6529822699928634
WDR5,314.06,5675.551407369165,5352.1,0.6529775966145421
ZFP36L1,164.96,5675.562239331024,5556.47,0.6529769343117686
ATG5,262.86,5675.623170113851,5355.01,0.6529732087976856
DNAJB13,220.06,5675.654501876042,5453.91,0.6529712930678054
AIDA,235.04,5675.728650168034,5466.11,0.6529667593905207
ENSG00000287003,260.38,5675.746355780157,5565.27,0.6529656768095288
MTHFS,225.7,5675.756927576109,5556.1,0.6529650304141785
ZNF699,192.9,5675.777694378718,5491.26,0.6529637606616499
NPFF,225.24,5675.9111199053805,5550.98,0.6529556025738074
RPL39L,233.26,5675.952859298281,5499.79,0.652953050486195
TMEM203,283.5,5676.074314081215,5442.37,0.6529456243301
ZNF414,279.16,5676.201906415535,5521.87,0.6529378229033608
SEC11C,223.24,5676.2715709107915,5466.45,0.6529335633805691
NRDE2,322.28,5676.379115750463,5446.76,0.6529269877254379
AKIP1,305.12,5676.407736204345,5403.15,0.6529252377741153
FAM219B,271.86,5676.436602727506,5388.07,0.6529234727772848
KCNK15-AS1,219.88,5676.456816982946,5461.78,0.6529222368093582
EIF3M,332.12,5676.463979133758,5364.82,0.6529217988912408
ENSG00000281969,168.64,5676.568185266577,5586.95,0.6529154273759354
TRAV1-1,221.82,5676.594137672407,5475.53,0.6529138405580919
EPCAM,173.48,5676.727173631067,5549.68,0.6529057062897544
GAB1,213.38,5676.733088820848,5583.95,0.6529053446150506
FAM98A,263.44,5676.811208961474,5392.9,0.6529005680855107
H2BC7,176.62,5676.866117032242,5554.93,0.6528972108204071
TNFSF15,162.1,5677.029810335529,5518.9,0.6528872020583596
TVP23A,307.54,5677.095076761719,5385.0,0.6528832114483816
ZNF619,303.82,5677.232080572456,5375.88,0.6528748345721519
GIMAP4,217.32,5677.294452550326,5542.62,0.6528710209385309
IHO1,222.62,5677.321381565318,5573.89,0.6528693744075011
ENSG00000293268,221.7,5677.325953702068,5387.11,0.6528690948516009
NOL12,268.74,5677.326755345041,5567.89,0.6528690458364389
LILRA1,193.48,5677.35163679607,5566.66,0.6528675245003932
MRPL48,241.88,5677.382205085555,5395.59,0.6528656554518156
SRP9,188.58,5677.383149631135,5401.16,0.6528655976991051
ARSG,246.38,5677.441375506493,5544.04,0.6528620375722107
GYS1,262.96,5677.478821567271,5572.36,0.652859747993441
ENSG00000284858,205.14,5677.499558867416,5626.86,0.6528584800447926
NAIPP2,124.52,5677.534772018844,5595.21,0.6528563269936507
TSPAN31,351.36,5677.536593913222,5378.79,0.6528562155968681
ARHGEF5,218.8,5677.563877017922,5567.25,0.6528545474155963
BTLA,155.9,5677.566038077669,5535.83,0.6528544152810964
C11orf24,291.02,5677.5797301458815,5406.09,0.6528535781017498
FKBP3,273.0,5677.649352303403,5357.52,0.6528493211676305
LEO1,258.22,5677.669820343046,5362.87,0.6528480696824797
SANBR,233.2,5677.779934255902,5527.32,0.6528413369455273
A2M-AS1,253.38,5677.822096170542,5494.61,0.6528387590235071
HRG,196.4,5677.8675157516,5576.17,0.6528359819167472
NRXN2,226.56,5677.925295875527,5585.56,0.6528324490446025
IKZF1,282.58,5677.9610386077375,5391.8,0.6528302636131007
ZNF782,302.62,5677.962971273149,5382.14,0.6528301454434027
ATP5IF1,274.62,5678.043118169289,5486.96,0.6528252449911777
DNA2,228.46,5678.047495063092,5420.31,0.6528249773730912
ENSG00000290556,106.96,5678.056831670272,5635.81,0.6528244065013591
SH3GLB2,284.12,5678.076003039764,5531.78,0.6528232342990056
SSR3,284.12,5678.088199482069,5352.96,0.652822488567284
MRPL18,240.0,5678.164163426892,5515.95,0.6528178438748461
PPP2R5A,245.08,5678.345650814881,5555.49,0.652806747122294
RBM45,293.64,5678.393269405674,5395.49,0.6528038355606436
RPS6KA5,159.22,5678.4375037516,5357.73,0.6528011309231672
IFT22,258.12,5678.495109656704,5529.43,0.6527976087033505
GEM,238.46,5678.604998247913,5601.42,0.6527908897433254
ZNF787,253.88,5678.651916711435,5540.24,0.6527880209898236
FBXW11,279.52,5678.705045251861,5399.53,0.6527847725312222
CLPP,309.14,5678.707648857575,5491.05,0.6527846133379654
ZNF765,235.06,5678.776441468367,5428.92,0.6527804071251381
H2BC14,244.06,5678.820120133662,5616.46,0.6527777364638543
TWF1,179.44,5678.937320689645,5436.54,0.6527705704255796
HIGD2A,269.6,5678.999711904294,5475.35,0.652766755615757
ENSG00000283041,189.22,5679.005975462651,5523.29,0.6527663726406205
ZNF449,218.84,5679.025592175363,5409.2,0.6527651732084767
LYPD3,233.94,5679.108502927131,5539.73,0.6527601037647734
SETD4,304.4,5679.18185315021,5383.89,0.6527556188841204
TNPO3,302.4,5679.313737161915,5544.24,0.6527475550497148
MAGEF1,238.48,5679.319206528106,5383.0,0.6527472206341727
FAM78A,259.82,5679.345483418771,5389.07,0.6527456139762292
MVK,279.46,5679.3904536830705,5451.79,0.6527428643422152
UEVLD,250.04,5679.511683455913,5494.66,0.652735451943998
GDE1,304.52,5679.539817218698,5616.38,0.6527337317506146
SLC49A4,237.82,5679.617473744963,5578.2,0.6527289835680243
LINC02762,208.38,5679.673642836454,5608.6,0.65272554919985
YTHDC1,309.34,5679.685449713379,5433.35,0.652724827287473
NAGLU,283.12,5679.759289255525,5429.43,0.6527203124881977
ENSG00000230454,230.1,5679.764620628487,5583.95,0.6527199865100284
IFT122,310.02,5679.845781114219,5547.38,0.6527150240835085
CMAHP,215.16,5679.960363616285,5426.24,0.6527080181219025
MRPS5,327.06,5679.962188347142,5423.51,0.6527079065516881
PSMD6-AS2,180.28,5679.997636666023,5582.61,0.6527057391216128
PELATON,206.36,5680.140661649821,5555.27,0.6526969940905032
RAB3GAP2,254.6,5680.166660218447,5422.24,0.6526954044501103
AHSA1,244.88,5680.170108751568,5535.56,0.652695193595135
NAP1L3,250.04,5680.176868041828,5410.14,0.6526947803092737
ZKSCAN5,329.14,5680.238342637691,5526.7,0.652691021544623
ZNF189,236.72,5680.256930657747,5479.51,0.6526898850102264
CCDC126,184.26,5680.326594905057,5583.07,0.652685625502595
TNFAIP1,320.4,5680.401152181323,5514.44,0.6526810668186289
HNRNPLL,270.82,5680.408802723512,5426.72,0.6526805990386113
PACSIN1,176.44,5680.49369425174,5548.71,0.6526754084835378
ENSG00000267547,225.42,5680.497102161742,5595.89,0.6526752001123973
SOD1,207.16,5680.504756783609,5522.51,0.6526747320829343
YEATS2-AS1,247.44,5680.578430941761,5511.14,0.6526702273957957
NCAPD2,282.34,5680.6214344245545,5440.74,0.6526675980174531
CENPK,181.08,5680.662392004237,5452.4,0.6526650937325444
FNTB,280.56,5680.782063820936,5603.67,0.6526577765930336
HEATR3,231.62,5680.832276970222,5451.06,0.6526547063913041
CGGBP1,294.58,5680.907043213051,5380.2,0.6526501349304157
GRHPR,285.8,5680.937679400014,5475.98,0.6526482617303568
ENSG00000303319,193.14,5681.002990084861,5630.65,0.6526442684142548
ZNF8,265.42,5681.042160206899,5412.62,0.6526418734205504
PANK3,216.04,5681.102570500991,5406.96,0.6526381797309085
RNF4,345.68,5681.142696169792,5424.7,0.652635726311844
SLC6A6,204.16,5681.267102251261,5559.18,0.6526281197033774
DPEP2,157.02,5681.290004317962,5580.31,0.6526267193935823
MLEC,258.08,5681.395446117499,5461.63,0.6526202723254357
MAN2B2,304.48,5681.420026809537,5402.53,0.6526187693788115
PAXBP1-AS1,231.58,5681.424639061489,5396.85,0.6526184873701322
GOLM2,196.38,5681.429291400105,5469.8,0.6526182029104185
GABRR2,127.38,5681.4621411418575,5650.45,0.6526161943661353
ENSG00000183154,241.32,5681.572053880391,5606.27,0.6526094739296613
MRM2,267.34,5681.573391271409,5451.26,0.6526093921570524
GLT8D1,316.02,5681.623624961749,5452.94,0.6526063206993733
ENSG00000251615,238.6,5681.647039650972,5569.78,0.6526048890461038
ENSG00000276317,233.72,5681.6735572753205,5584.27,0.652603267668889
RWDD2B,274.66,5681.67796497678,5404.06,0.6526029981671184
ENSG00000296473,202.06,5681.753978750957,5593.28,0.6525983504279451
RNF5,304.7,5681.779400030189,5555.88,0.6525967960849777
H1-0,130.42,5681.809841665723,5635.5,0.652594934780451
ATP6V0E2-AS1,251.9,5681.860687424226,5406.11,0.652591825898855
LYST,252.0,5681.963239993569,5372.22,0.6525855554880117
DAGLA,218.1,5681.9978294883695,5428.32,0.6525834405693446
EIPR1,304.54,5681.998754870937,5396.3,0.6525833839883255
CCDC17,199.08,5682.132436622853,5567.86,0.6525752102340048
UBXN2A,301.58,5682.141542165755,5364.41,0.6525746534903238
B4GALT3,259.48,5682.174667242941,5556.19,0.6525726281111011
ENSG00000292979,286.86,5682.222034417758,5445.42,0.6525697319218735
GAS2L3,201.9,5682.256671234361,5524.99,0.6525676141097914
ENSG00000290832,289.82,5682.358684102492,5462.44,0.6525613766981051
PSME2P2,247.86,5682.45382112425,5480.61,0.6525555596989148
FAM241A,226.62,5682.521902009258,5525.04,0.6525513970034083
EXOC8,175.16,5682.530954724869,5487.76,0.6525508434897664
IREB2,256.42,5682.568822415782,5383.3,0.6525485281311048
FEM1B,207.58,5682.599227533335,5471.92,0.6525466690594108
MCTP2,194.38,5682.608477533296,5524.72,0.6525461034831369
GTF2IP4,235.08,5682.700205849363,5594.44,0.6525404949037381
SLMAP,216.24,5682.719016761674,5427.15,0.6525393447409554
MYO1F,280.34,5682.723633571184,5568.08,0.6525390624536115
RDX,227.44,5682.7321056175415,5401.28,0.6525385444440512
RB1CC1,178.24,5682.791061122996,5551.52,0.6525349397051057
PHF3,283.14,5682.861177135976,5428.57,0.6525306525749939
DDX20,300.6,5682.929502507368,5397.1,0.6525264749307632
ENSG00000296207,219.06,5682.983114721927,5590.78,0.6525231968986899
ENSG00000272630,252.66,5683.017334070243,5583.54,0.6525211046120304
DPP3,234.24,5683.050025871825,5508.3,0.6525191057247433
PTPN13,217.6,5683.069459794734,5441.46,0.652517917468986
ZBTB9,231.7,5683.097870279711,5499.21,0.6525161803558721
ACD,297.98,5683.148522223961,5469.75,0.6525130833247349
MAP1LC3A,159.0,5683.156974372282,5616.75,0.6525125665318079
NRSN2,231.44,5683.217312270331,5535.63,0.6525088772687049
DR1,250.54,5683.220714998179,5433.79,0.6525086692144189
SOCS5,217.48,5683.247033895948,5587.6,0.6525070599880191
REX1BD,228.92,5683.294145158356,5503.12,0.6525041794461415
PNMA1,254.2,5683.295096170573,5439.71,0.6525041212980389
ENSG00000286431,236.68,5683.352955238333,5454.7,0.6525005835990013
ENSG00000279207,219.76,5683.356799564082,5382.68,0.6525003485439265
FLT1,131.12,5683.392259001094,5628.94,0.6524981804340511
DDX52,303.32,5683.405620305808,5419.19,0.6524973634787032
STK11IP,312.98,5683.451765464631,5495.87,0.6524945420076655
AFTPH-DT,260.66,5683.493099967813,5576.11,0.6524920146763795
IMPG2,240.94,5683.49907294484,5588.4,0.6524916494683681
AQP1,125.36,5683.54607987818,5610.49,0.6524887753055225
NIPSNAP2,255.14,5683.593370227296,5398.89,0.652485883813678
ABCD1,252.42,5683.601316179232,5514.65,0.6524853979713097
MAP3K20,209.08,5683.630993679232,5642.82,0.6524835833886131
ENSG00000289278,164.52,5683.642710661665,5581.01,0.6524828669726894
EFCAB14,322.54,5683.763619959591,5397.36,0.6524754741693921
TAF7,230.8,5683.802098227297,5550.38,0.6524731214780009
DENND1B,220.62,5683.860569579718,5390.16,0.6524695463418088
DNAJC8,343.06,5684.0041552419725,5355.48,0.6524607670289224
HIF1A,176.0,5684.007529407277,5516.55,0.652460560721047
SETD3,375.4,5684.054811740339,5432.26,0.6524576697193312
MRPL50,229.92,5684.0783190869915,5341.91,0.6524562324006731
OPA1,246.48,5684.079995359776,5332.96,0.6524561299076872
CYB5D2,250.26,5684.083970996394,5576.05,0.6524558868238218
EIF4E,286.72,5684.089180190511,5350.36,0.65245556831608
ARHGAP11A,205.48,5684.115001358495,5535.43,0.6524539895225623
PTPRB,221.6,5684.164984129848,5583.31,0.6524509334069185
GPRC5A,167.1,5684.227822303658,5622.58,0.6524470912685014
MSANTD3,269.28,5684.259343837462,5440.52,0.6524451639353432
NIPA2,302.58,5684.329562025399,5473.03,0.652440870557909
NINL,231.68,5684.369748727266,5513.96,0.6524384134070764
UBE2Q1,365.26,5684.38833744214,5571.47,0.6524372768301963
CYRIB,252.08,5684.3951771556,5557.2,0.6524368586269886
TFCP2,281.82,5684.398671788256,5444.21,0.6524366449533319
TMF1,214.84,5684.46357655875,5359.92,0.6524326764562061
BBIP1,231.04,5684.475020288798,5447.73,0.652431976747857
ENSG00000286010,164.82,5684.481727059672,5452.01,0.6524315666732087
ORC4,256.48,5684.5233870284665,5511.97,0.6524290194418547
TEF,218.8,5684.552300903999,5350.11,0.6524272515497402
GFPT2,165.94,5684.673782728478,5571.49,0.6524198237402337
ZNF511,315.0,5684.7102871648785,5474.35,0.6524175917355624
ANKRD44,230.88,5684.766407591782,5398.43,0.6524141603429054
LINC01619,213.62,5684.771474866682,5538.49,0.6524138505125844
ENSG00000291113,238.42,5684.771495561587,5446.1,0.652413849247228
LINC00671,128.94,5684.794241059468,5584.43,0.6524124585105797
TMEM208,259.54,5684.798958719425,5582.38,0.6524121700568986
PIK3IP1-DT,247.84,5684.8095498834955,5527.63,0.6524115224773162
AXIN1,363.74,5684.951670906397,5447.33,0.6524028327174322
ENSG00000270240,265.16,5684.972563470256,5548.92,0.6524015552754352
RXYLT1,325.44,5685.159398765493,5385.89,0.6523901315337516
PLBD2,250.42,5685.23443855413,5487.5,0.6523855433473476
SLC9A9,259.94,5685.238221905819,5430.4,0.6523853120204329
SHF,292.16,5685.3305626760175,5507.13,0.6523796659935177
ENSG00000306635,226.18,5685.378042369341,5579.62,0.6523767629245283
LXN,187.24,5685.418109980558,5611.63,0.6523743130553006
NCOA7,235.16,5685.55211259075,5404.61,0.65236611968262
ZC3H6,234.38,5685.756427366287,5412.59,0.6523536271864085
ZNF680,211.76,5685.790136801897,5413.93,0.6523515660775361
PRXL2B,247.0,5685.799296130903,5468.14,0.6523510060451909
TRPV2,287.2,5685.962728914901,5516.0,0.6523410132121736
ZNF419,271.3,5686.1404080614,5399.16,0.6523301493083827
MAML1,260.24,5686.3784229932435,5498.11,0.6523155962706668
EID2,268.56,5686.539509919385,5478.38,0.6523057468713308
RAB28,273.08,5686.604368212833,5395.04,0.6523017812159686
NME6,317.88,5686.662115131356,5541.07,0.6522982503741146
CA12,155.98,5686.784892405325,5623.63,0.652290743356446
MORC3,193.64,5686.799583796157,5387.77,0.6522898450751355
MYO9B,300.94,5686.810461013298,5562.52,0.6522891800053012
EPM2AIP1,230.04,5686.829558615614,5388.91,0.6522880123133223
IFT74,246.42,5686.860662666047,5369.93,0.652286110506509
ZSCAN22,296.18,5686.876307854365,5376.72,0.6522851539067951
SNAPC2,291.56,5686.8852189420195,5502.07,0.6522846090527655
IARS2,258.38,5686.898124981705,5411.23,0.6522838199338609
HNRNPA2B1,316.02,5686.97614213505,5541.08,0.6522790497013116
ENSG00000248544,249.06,5686.997292559728,5524.92,0.6522777564928324
CCDC115,293.8,5687.033213632761,5389.32,0.6522755601569696
DONSON,275.24,5687.070057990295,5476.45,0.6522733073683709
MORF4L1,337.58,5687.120409353311,5567.33,0.6522702287157865
CXCL2,170.04,5687.139960114431,5600.93,0.652269033316146
STX3,213.36,5687.23131559859,5520.93,0.6522634475329507
KANSL1,304.54,5687.236322690363,5446.33,0.6522631413824297
VAT1,216.6,5687.296860770359,5569.05,0.6522594398795256
TBKBP1,204.88,5687.365503217422,5584.28,0.6522552428482163
USP30,300.8,5687.365596505093,5471.9,0.6522552371442927
CNTNAP3,98.74,5687.369728166789,5642.75,0.6522549845205265
GGNBP2,315.2,5687.389919826032,5530.41,0.6522537499342078
ARHGAP1,262.84,5687.4024176791345,5552.66,0.652252985773211
ENSG00000269514,257.14,5687.486336316326,5590.45,0.6522478547039849
LRP5,229.7,5687.541842002715,5580.27,0.6522444608986417
GJB2,173.04,5687.714043000826,5638.33,0.6522339319473662
ZNF879,256.32,5687.805585722176,5417.44,0.652228334715856
NUDCD1,212.9,5687.857757973014,5362.52,0.6522251447280334
CHID1,262.8,5687.910041137357,5533.86,0.652221947958584
ENSG00000259865,153.36,5687.9423292837255,5379.11,0.6522199737521415
METRN,239.88,5688.014742043404,5499.32,0.6522155461911707
PGPEP1,250.6,5688.016952746493,5542.39,0.6522154110213089
ENSG00000280063,179.34,5688.040643357226,5581.35,0.6522139624972653
CEBPZOS,248.6,5688.040889601536,5552.52,0.6522139474410555
CD163,85.96,5688.067196996726,5556.89,0.6522123389179624
KCTD9,253.32,5688.083416100973,5411.17,0.6522113472270881
BTF3,275.9,5688.169727171506,5548.44,0.6522060698763983
ENSG00000301902,123.84,5688.2536960130965,5623.63,0.6522009357375056
PLAC9,227.02,5688.2692021911425,5645.09,0.6521999876373499
SLC39A8,172.16,5688.345396747483,5437.55,0.6521953288445439
CRK,227.12,5688.47262832008,5535.13,0.6521875494759963
RPL17P50,238.26,5688.56144638455,5616.58,0.6521821188392204
ENSG00000258424,277.54,5688.575486096135,5489.13,0.6521812604037827
CC2D1A,292.04,5688.584188291815,5538.78,0.6521807283221146
B3GALT9,222.92,5688.6191225439925,5553.3,0.6521785923238158
NRAS,217.48,5688.626718986801,5406.51,0.6521781278516172
ADH4,203.88,5688.702213039032,5610.41,0.6521735118900011
ECPAS,332.78,5688.742400941265,5451.58,0.6521710546657741
RPAP3-DT,235.78,5688.80044564401,5615.62,0.6521675056163858
UBQLN2,239.6,5688.981446212606,5520.52,0.6521564386296175
SLC25A20,233.52,5688.996346393866,5590.83,0.6521555275821543
MANEA,179.24,5689.015511619343,5347.56,0.6521543557554667
BNIPL,169.66,5689.031774505878,5646.19,0.6521533613875954
KMT2C,186.08,5689.1151268814,5452.61,0.6521482649415224
KCNE5,188.62,5689.136025911977,5588.9,0.6521469871041286
KLF2,216.16,5689.147190889701,5606.51,0.6521463044396392
TMEM79,214.4,5689.214337358023,5592.07,0.6521421988775284
NUP42,282.34,5689.226393915488,5432.69,0.652141461698839
FRG1HP,275.88,5689.258650346539,5428.02,0.6521394894315782
NIP7,301.06,5689.278513941065,5408.25,0.6521382749042455
LRCH3,320.14,5689.313999747778,5420.52,0.6521361051820374
C3orf38,229.8,5689.459855120429,5432.33,0.6521271870913832
CCDC61,311.26,5689.545599110393,5446.44,0.6521219444139167
OMA1,229.48,5689.5464489452015,5493.99,0.652121892452143
MICB-DT,194.42,5689.554138617533,5576.55,0.6521214222795761
B3GNTL1,279.46,5689.670693202022,5571.94,0.6521142957381827
ENSG00000307218,149.46,5689.770246398036,5515.69,0.6521082087191663
HINT2,267.74,5689.808070945866,5476.73,0.6521058959984185
KBTBD2,250.98,5689.857179081752,5526.67,0.6521028933609445
FLYWCH1,188.38,5689.89438726425,5504.62,0.6521006183268572
PLXND1,203.46,5689.906985293811,5483.6,0.6520998480407331
LINC00654,202.32,5689.930831981859,5622.29,0.6520983899735946
CD1C,169.22,5690.03074044298,5451.34,0.6520922812324683
TTLL11,270.76,5690.042674295919,5391.18,0.6520915515563486
MITD1,274.18,5690.094770716409,5423.92,0.6520883662050498
STIL,190.36,5690.126828002369,5532.84,0.6520864061141933
TRPT1,299.66,5690.143172671762,5563.12,0.6520854067458415
PES1,273.48,5690.289112480802,5412.42,0.6520764834924608
RPS27,151.24,5690.3767633332745,5579.8,0.6520711242229731
ENSG00000289485,237.38,5690.391396374827,5601.8,0.6520702295093349
GALC,248.32,5690.4801072172295,5382.19,0.6520648054284788
EPB41L3,155.62,5690.519662111646,5543.7,0.65206238690849
ITPRIP-AS1,211.66,5690.520919946076,5585.06,0.65206231000024
THRA,285.52,5690.608971545569,5439.14,0.6520569262277243
ENSG00000285653,224.6,5690.647526898878,5568.52,0.6520545688230586
SRP54,300.5,5690.701283240375,5529.16,0.6520512819785769
ZNF12,213.14,5690.765887814733,5489.76,0.6520473318364578
ENSG00000301477,238.3,5690.777562140627,5539.79,0.652046618028699
OSCAR,195.04,5690.861517185,5584.37,0.6520414847334148
MRM3,284.38,5690.902782961413,5379.84,0.6520389616043158
RNASET2,226.9,5690.994419459819,5598.66,0.6520333586389594
CSTF3,287.46,5691.068428817979,5449.14,0.6520288334565589
BLOC1S3,262.88,5691.172899702277,5580.81,0.6520224457534529
ENSG00000287126,237.12,5691.21676416878,5607.78,0.6520197637316552
C21orf91,230.74,5691.259084907931,5506.23,0.6520171760985674
LIAS,320.68,5691.351505985196,5371.67,0.6520115251614065
PXN,281.18,5691.382850637319,5555.97,0.6520096086433923
RARS1,285.0,5691.38946661775,5516.2,0.6520092041199785
ARHGEF18,252.5,5691.419498605292,5383.74,0.6520073678627153
AP1G2,291.16,5691.4413995661835,5542.07,0.6520060287639142
C19orf44,294.84,5691.522673762897,5459.56,0.6520010593847204
PCLAF,131.4,5691.550489491389,5574.55,0.6519993586370291
LINC01220,216.14,5691.689572599547,5591.69,0.6519908546255244
PCMT1,238.5,5691.82077505792,5608.01,0.651982832463594
TMEM252,191.06,5691.826603391608,5640.95,0.6519824760995654
XBP1,254.44,5691.847270472274,5508.69,0.6519812124443733
ENSG00000297237,192.86,5691.885286453667,5556.88,0.6519788880187303
INO80D,244.86,5691.931778835635,5393.05,0.6519760453172954
MT-ATP6,192.12,5692.000935586962,5616.25,0.6519718168396844
ZDHHC18,240.88,5692.0999885035935,5580.3,0.6519657604094409
THAP5,164.24,5692.145444569293,5512.63,0.6519629810718867
HSPA14,241.42,5692.147690886886,5484.65,0.6519628437244338
NUDT1,257.3,5692.150068262733,5540.54,0.651962698363636
WASHC5,277.24,5692.192337586312,5507.04,0.6519601138742701
ENSG00000289888,193.24,5692.222131473848,5610.56,0.6519582921752463
E4F1,346.04,5692.225967080648,5459.7,0.6519580576532774
TP53RK,269.34,5692.228285748357,5436.19,0.6519579158820937
KCNK5,173.9,5692.246839810666,5566.5,0.6519567814239886
PSMC5,322.74,5692.258766505268,5481.56,0.6519560521855539
DBH-AS1,176.84,5692.307589064439,5490.75,0.6519530670092059
SLC9A1,253.32,5692.35072950309,5563.23,0.6519504292569189
AP4B1,329.78,5692.362768141627,5481.73,0.6519496931738534
PURB,234.6,5692.384278244713,5413.79,0.6519483779734202
SLC38A9,285.3,5692.471645732056,5462.82,0.6519430360298346
TMEM87A,291.6,5692.555995762798,5424.43,0.6519378785837482
DDX60L,174.28,5692.589573023613,5586.93,0.6519358255564895
TDRD7,260.48,5692.627736970267,5557.07,0.6519334920837501
WAC-AS1,254.58,5692.660279326831,5588.09,0.6519315023340366
ZNF615,268.34,5692.696127099146,5428.72,0.6519293104800278
YTHDF2,336.24,5692.753820492219,5409.6,0.6519257829109006
BCLAF3,238.98,5692.76383920778,5546.26,0.6519251703327558
SNRNP48,298.5,5693.171319896455,5427.84,0.6519002555856646
ENOX2,269.62,5693.227267117759,5418.82,0.6518968347833838
HNRNPH2,271.76,5693.284081796339,5578.78,0.6518933609418319
ENSG00000249476,171.66,5693.306044596207,5596.22,0.6518920180619867
LSM5,240.92,5693.313589148869,5438.47,0.6518915567625272
ENSG00000304176,317.88,5693.329797582144,5462.05,0.6518905657241123
ENSG00000289707,132.86,5693.369894528571,5510.93,0.6518881140612307
GRM2,209.56,5693.382285077511,5535.51,0.6518873564611732
C2CD5,198.96,5693.432654662841,5458.88,0.6518842766944151
PIP4P1,389.34,5693.4755472362,5476.56,0.6518816540974504
ENSG00000293107,224.58,5693.59668087813,5417.54,0.6518742475770021
CHMP1B,259.9,5693.62524254985,5532.89,0.6518725012198197
CARS2,277.16,5693.635111413102,5581.03,0.6518718978041516
SKIC2,319.74,5693.646594159842,5528.44,0.65187119571019
ICMT,254.26,5693.839782675792,5350.75,0.6518593835111102
FAM222A,245.98,5693.879903791102,5555.42,0.6518569303704616
TUBGCP3,272.32,5693.895337073776,5547.27,0.6518559867273753
METTL25,278.74,5693.89620816402,5568.28,0.6518559334659725
ZNF217,175.32,5693.935903460277,5532.35,0.6518535063613404
ENSG00000228037,256.98,5693.945318362223,5486.18,0.6518529307024015
ENSG00000287935,220.6,5693.976723738768,5606.97,0.6518510104714907
OSBPL8,160.24,5693.986521608881,5543.75,0.6518504113965833
BTK,279.48,5694.0161568177455,5586.88,0.6518485993997098
STXBP1,203.2,5694.03852298374,5573.7,0.6518472318566958
TM2D1,246.18,5694.070526603492,5510.75,0.6518452750471726
C15orf40,315.5,5694.0710104349655,5460.44,0.6518452454640804
HPSE,158.9,5694.11038632172,5601.66,0.6518428378892254
CD1D,166.22,5694.112213543224,5607.99,0.6518427261667243
NPHP3,203.62,5694.124373635155,5411.36,0.6518419826575876
RPL14P1,217.44,5694.1317525778895,5542.04,0.6518415314840789
DPYD,200.96,5694.178631510342,5571.58,0.6518386651476404
ENSG00000288056,238.62,5694.267257032422,5639.82,0.6518332462835572
RALGAPB,333.6,5694.276181941791,5400.19,0.6518327005844212
ERF,191.96,5694.43084224195,5575.68,0.6518232441307277
AFF2,136.58,5694.476996011315,5615.04,0.6518204221332121
RUSC1-AS1,326.68,5694.484069213518,5426.14,0.6518199896537133
PLIN4,151.74,5694.578985825213,5596.23,0.6518141861311395
CCT2,230.42,5694.62526375447,5309.13,0.6518113565420685
SCAF11,259.54,5694.681153423008,5427.77,0.6518079392587584
ENSG00000297367,273.48,5694.715854710458,5619.93,0.6518058175047106
BCAM,114.76,5694.723118895382,5612.32,0.6518053733478825
ECH1,288.62,5694.72902293821,5529.62,0.6518050123547411
RAVER2,215.76,5694.775394364288,5520.97,0.6518021770489582
WRNIP1,321.54,5694.789731946973,5407.41,0.6518013004006742
P4HB,300.32,5694.932641399658,5547.11,0.6517925624335275
JDP2,180.24,5694.9931487647,5602.64,0.6517888628086396
MCTP1,207.54,5695.0749387391525,5614.27,0.6517838618930509
IQCG,275.08,5695.133241597698,5389.37,0.6517802970591442
GRAP,213.86,5695.14179058946,5404.28,0.6517797743448817
