geneid,chrm_probe,s1,s2,log2FC,mean_expr
DPEP2,16,68021293,68033364,0.0002559967003321617,68027328.5
RND1,12,49250916,49259653,0.00025590810158249155,49255284.5
ENGASE,17,77071019,77084681,0.0002557167778363123,77077850.0
C20orf108,20,54933983,54943718,0.0002556412425143151,54938850.5
PSMC1,14,90722894,90738966,0.0002555577739826731,90730930.0
COQ6,14,74416643,74429813,0.00025530058280764933,74423228.0
CRELD2,22,50312283,50321186,0.0002552692231496678,50316734.5
RETN,19,7733972,7735340,0.00025516410373427334,7734656.0
SMYD5,2,73441366,73454355,0.0002551356234512525,73447860.5
LOC100132832,7,76668797,76682355,0.0002551015614180585,76675576.0
SQSTM1,5,179233388,179265077,0.00025505025810801385,179249232.5
TOP1MT,8,144391528,144417050,0.0002549817801771326,144404289.0
CYP2A7,19,41381344,41388657,0.0002549336348671716,41385000.5
CTSA,20,44519591,44527458,0.0002549142681012029,44523524.5
F2RL3,19,16999826,17002830,0.0002549127726467759,17001328.0
FYTTD1,3,197476424,197511317,0.00025489377371457067,197493870.5
MMP17,12,132312941,132336316,0.000254850490009062,132324628.5
NME5,5,137450861,137475132,0.0002547278326900937,137462996.5
CPA2,7,129906703,129929637,0.0002546739066531245,129918170.0
TRPV5,7,142605648,142630820,0.00025463447688522933,142618234.0
WDR34,9,131395940,131419129,0.000254587039190568,131407534.5
ZNF800,7,127010354,127032767,0.0002545640571085528,127021560.5
VSIG8+C1orf204,1,159804264,159832447,0.0002544105403998742,159818355.5
PTRH2,17,57774667,57784856,0.0002544077575556969,57779761.5
LRTM1,3,54952381,54962072,0.00025440070966809003,54957226.5
HIF1AN,10,102295641,102313681,0.00025439914561431465,102304661.0
SMARCD2,17,61909441,61920351,0.00025421673457159955,61914896.0
ALG10,12,34175216,34181236,0.00025410985094609373,34178226.0
FANCG,9,35073835,35080013,0.00025409781460794534,35076924.0
NDUFS1,2,206987803,207024243,0.00025396269349897693,207006023.0
CCDC108,2,219867576,219906245,0.0002537103018056541,219886910.5
LOC100379224,19,44609492,44617336,0.0002536568861621902,44613414.0
RANGRF,17,8191969,8193409,0.00025357737986198003,8192689.0
C6orf70,6,170151721,170181617,0.0002534621559746597,170166669.0
PROM2,2,95940201,95957055,0.00025341875684148363,95948628.0
UBA7,3,49842638,49851391,0.0002533333159213669,49847014.5
ZSCAN4,19,58180303,58190520,0.00025332836251124036,58185411.5
TCIRG1,11,67806462,67818366,0.0002532551275571393,67812414.0
KCTD6,3,58477823,58488087,0.00025319893094533086,58482955.0
AADAT,4,170981373,171011372,0.00025310132464539947,170996372.5
SNRPG,2,70508506,70520869,0.00025294075908988134,70514687.5
PHF19,9,123617931,123639606,0.0002529380112541446,123628768.5
MFSD1,3,158519715,158547508,0.0002529231671566379,158533611.5
VANGL2,1,160370364,160398468,0.00025280200091160054,160384416.0
ARHGEF5,7,144052489,144077725,0.0002527180429083842,144065107.0
ZNF404,19,44376515,44384288,0.00025268064167605075,44380401.5
OR51B4,11,5322244,5323176,0.00025261408736199087,5322710.0
THBD,20,23026270,23030301,0.0002525374054513918,23028285.5
LRRC55,11,56949221,56959188,0.00025247198837874407,56954204.5
KIAA0754,1,39875176,39882154,0.0002524439012319135,39878665.0
RBBP5,1,205055270,205091150,0.00025241667571762605,205073210.0
MRPL51,12,6601316,6602471,0.00025239918275943296,6601893.5
ATIC,2,216176679,216214496,0.0002523566686960521,216195587.5
C4orf40,4,71019904,71032326,0.0002523178635236434,71026115.0
BCL2L12,19,50168399,50177173,0.0002522922699306207,50172786.0
ASPHD1,16,29912147,29917377,0.00025222647035505474,29914762.0
KRT71,12,52937693,52946931,0.0002517384690285951,52942312.0
SCD,10,102106772,102124588,0.00025170526859596976,102115680.0
LOC728264+MIR143+MIR145,5,148786440,148812399,0.00025168727496094334,148799419.5
ZNF222,19,44529494,44537262,0.0002516506799565832,44533378.0
MYCT1,6,153019030,153045715,0.00025156975862827835,153032372.5
TRIL,7,28992974,28998029,0.0002515156773092997,28995501.5
WDR5,9,137001210,137025094,0.0002514892015064163,137013152.0
FGFBP1,4,15937193,15939971,0.0002514531457258329,15938582.0
ESRRA,11,64073044,64084210,0.0002513963449288781,64078627.0
CHST4,16,71560023,71572493,0.0002513811320703496,71566258.0
LGALS17A,19,40170014,40177013,0.0002513452642212144,40173513.5
COMMD3,10,22605299,22609237,0.0002513055904884709,22607268.0
NPPA,1,11905767,11907840,0.0002511762771710835,11906803.5
GOLGA6B,15,72947038,72959738,0.0002511497727049061,72953388.0
HMGCS2,1,120290619,120311555,0.00025107223845211024,120301087.0
ATP1A2,1,160085520,160113374,0.00025099916503279474,160099447.0
DACT1,14,59104757,59115038,0.0002509283238367743,59109897.5
TMEM215,9,32783497,32789199,0.00025090464155752557,32786348.0
TXNDC9,2,99935487,99952860,0.00025077940894391304,99944173.5
SPEM1,17,7323679,7324951,0.0002505500986877962,7324315.0
MESDC2,15,81268095,81282205,0.00025046310991427845,81275150.0
CCDC19,1,159842154,159869906,0.0002504608216860049,159856030.0
ATP6V1E2,2,46738986,46747096,0.0002503101276758457,46743041.0
PSMB9,6,32821938,32827628,0.0002500834370522398,32824783.0
CDSN,6,31082865,31088252,0.0002500131356697466,31085558.5
EIF6,20,33866725,33872594,0.00024999297575334367,33869659.5
APOBEC3H,22,39493229,39500072,0.00024995440916342204,39496650.5
SSRP1,11,57093459,57103351,0.0002499393657338089,57098405.0
KCNIP2,10,103585731,103603677,0.00024992209079144345,103594704.0
TMEM55B,14,20926012,20929637,0.0002498955056893237,20927824.5
PRSS53,16,31094745,31100130,0.0002498248469748887,31097437.5
LRRC32,11,76368568,76381791,0.000249776909832633,76375179.5
CSF1,1,110453233,110472355,0.0002497421384362042,110462794.0
RAG2,11,36613493,36619829,0.00024963815112144516,36616661.0
ORMDL3,17,38077296,38083884,0.00024958843084021964,38080590.0
NXT1,20,23331373,23335408,0.0002494825711245596,23333390.5
MAPK12,22,50691331,50700089,0.0002492345594973244,50695710.0
OXSM,3,25831563,25836025,0.00024918155805053743,25833794.0
KLK13,19,51559463,51568367,0.0002491229850747345,51563915.0
MORN2,2,39103103,39109850,0.0002489066795909878,39106476.5
EXO1,1,242011493,242053241,0.0002488494956836007,242032367.0
CLEC18B,16,74442529,74455368,0.0002487981603565004,74448948.5
LOC154761,7,143509061,143533810,0.00024877997688932396,143521435.5
VPS26B,11,134094561,134117686,0.0002487755352547083,134106123.5
CCDC76,1,100598706,100616054,0.0002487677681557443,100607380.0
RG9MTD2,4,100467864,100485189,0.0002487614994990395,100476526.5
EMILIN3,20,39988606,39995498,0.00024862575188322467,39992052.0
PDIA4,7,148700154,148725782,0.0002486224896749434,148712968.0
NFKBIE,6,44225903,44233525,0.0002486161538435283,44229714.0
TK1,17,76170160,76183285,0.0002485716317046638,76176722.5
HRK,12,117299027,117319232,0.0002484858019933256,117309129.5
CHMP4A,14,24678787,24683036,0.00024837052697535,24680911.5
LOC100132774,1,44165409,44173012,0.0002483361158276409,44169210.5
C8orf76,8,124232231,124253617,0.00024833185648631684,124242924.0
RILPL2,12,123899936,123921264,0.00024832257821216785,123910600.0
ZFYVE21,14,104182081,104200005,0.0002481870320529822,104191043.0
LOC339240,17,18325495,18328647,0.0002481233652638082,18327071.0
C3orf62,3,49306030,49314508,0.00024804505403608346,49310269.0
ANKRD34B,5,79852574,79866304,0.0002480383403664632,79859439.0
OAT,10,126085872,126107545,0.000247964675857304,126096708.5
RPL31,2,101618691,101636155,0.00024791759216569176,101627423.0
TROAP,12,49716971,49725514,0.0002478808432186952,49721242.5
TECTB,10,114043493,114063070,0.00024763549339468227,114053281.5
TAS2R20,12,11148561,11150474,0.000247533166565006,11149517.5
LOC100129361,12,11323780,11325723,0.0002475247446973583,11324751.5
ZNF670,1,247199700,247242115,0.0002475191547546274,247220907.5
GOLGA6D,15,75575182,75588148,0.00024749367056742244,75581665.0
XRCC3,14,104163954,104181823,0.00024746858681368167,104172888.5
OCEL1,19,17337055,17340028,0.000247375600750388,17338541.5
MMP9,20,44637547,44645200,0.00024732538588878583,44641373.5
CR2,1,207627645,207663240,0.0002473096892501303,207645442.5
KCNE3,11,74165886,74178600,0.00024729499615361306,74172243.0
RFPL1S,22,29833004,29838118,0.0002472868604641576,29835561.0
CYP27C1,2,127941412,127963343,0.0002472775058208754,127952377.5
PPP1R1A,12,54973024,54982443,0.0002471681444689011,54977733.5
BAP1,3,52435025,52444009,0.00024716421457071647,52439517.0
FLJ43681,17,81174666,81188573,0.0002471441178322209,81181619.5
HSPA1L,6,31777396,31782835,0.00024690967846652256,31780115.5
C2orf29,2,101869345,101886778,0.0002468686790066954,101878061.5
SC5DL,11,121163388,121184119,0.0002468233413175369,121173753.5
WDR85,9,140449361,140473387,0.00024677382758753197,140461374.0
GDF11,12,56137064,56146665,0.000246719894288816,56141864.5
FAM119B,12,58166383,58176324,0.0002465445675063904,58171353.5
PTGDR,14,52734431,52743442,0.00024649956296940445,52738936.5
MOGAT1,2,223536457,223574649,0.0002464685316461157,223555553.0
RPL3,22,39708887,39715670,0.0002464174962852894,39712278.5
GOLGA6A,15,74362198,74374891,0.0002462348574283624,74368544.5
LDLRAD1,1,54474506,54483803,0.0002461994079112628,54479154.5
C17orf98,17,36991341,36997642,0.0002457236431787635,36994491.5
GRASP,12,52400748,52409671,0.000245646716386716,52405209.5
SOX30,5,157052687,157079428,0.0002456234564611748,157066057.5
LOC100507217,15,93426073,93441977,0.0002455703020380895,93434025.0
C12orf23,12,107349544,107367813,0.00024550037210246956,107358678.5
EME1,17,48450581,48458820,0.0002453087956908462,48454700.5
LHX2,9,126773889,126795442,0.0002452536820882756,126784665.5
RORC,1,151778547,151804348,0.0002452244524135949,151791447.5
CNTN2,1,205012340,205047171,0.00024508886879814895,205029755.5
NAA38,7,117824086,117844093,0.0002449545766438632,117834089.5
ARPC2,2,219081874,219119071,0.00024492839612477724,219100472.5
RBP2,3,139171726,139195352,0.0002448932762995071,139183539.0
PA2G4,12,56498103,56507694,0.0002448881082699472,56502898.5
SMPDL3A,6,123109971,123130864,0.00024481907979634343,123120417.5
TDGF1,3,46616045,46623952,0.0002446887567160161,46619998.5
C10orf57,10,81838426,81852307,0.00024468153204537657,81845366.5
PBX2,6,32152510,32157963,0.00024465737741152793,32155236.5
LYG1,2,99900701,99917639,0.00024458584148590035,99909170.0
LGALS12,11,63273524,63284246,0.00024445083096580333,63278885.0
C3orf57,3,161062580,161089871,0.0002444345221555011,161076225.5
MAN2C1,15,75648133,75660941,0.000244242296844277,75654537.0
C10orf55,10,75669727,75682535,0.0002441726028976632,75676131.0
AOC3,17,41003201,41010140,0.0002441276150086935,41006670.5
PNPO,17,46018889,46026674,0.00024403958887475596,46022781.5
EML3,11,62369691,62380237,0.00024392257274286067,62374964.0
SPARC,5,151041009,151066517,0.00024362362258045778,151053763.0
SCRIB+MIR937,8,144873090,144897549,0.00024355040225643165,144885319.5
BLZF1,1,169337194,169365780,0.00024352239843850043,169351487.0
SLC39A13,11,47430046,47438051,0.0002434701222320257,47434048.5
PTPMT1,11,47586982,47595013,0.00024345536479586372,47590997.5
SDR42E1,16,82031251,82045093,0.0002434206427714969,82038172.0
C20orf11,20,61569441,61579827,0.00024334420707816662,61574634.0
PGA5,11,61008644,61018929,0.00024319287719620775,61013786.5
LOC100233209,12,47602203,47610226,0.00024313510786200254,47606214.5
GOLGA2B,12,100550175,100567121,0.00024312090967626432,100558648.0
KPNA2,17,66031848,66042970,0.00024297824949215396,66037409.0
SLMO2,20,57608200,57617901,0.00024292385597490807,57613050.5
CLC,19,40221895,40228668,0.00024291621904737326,40225281.5
RNF146,6,127588020,127609504,0.00024290878377541958,127598762.0
DBH,9,136501485,136524466,0.00024286756953983968,136512975.5
CLEC4F,2,71035777,71047732,0.00024277861847821214,71041754.5
BOLA3,2,74362528,74375039,0.0002427034113914317,74368783.5
SLC22A7,6,43265998,43273276,0.00024266286980179075,43269637.0
SPA17,11,124543740,124564687,0.00024262633917260246,124554213.5
SAG,2,234216309,234255701,0.0002426212953139384,234236005.0
HLA-DQA2,6,32709163,32714664,0.0002426108517319392,32711913.5
CYP7A1,8,59402737,59412720,0.00024243351409580782,59407728.5
EDC4,16,67906999,67918406,0.00024232318140704479,67912702.5
TFRC,3,195776155,195809032,0.00024225372308706028,195792593.5
MIR3652+HSP90B1,12,104324189,104341703,0.00024218007572684996,104332946.0
ZNF250,8,146102336,146126846,0.00024200495687054513,146114591.0
ZNF746,7,149169884,149194898,0.00024190236765520012,149182391.0
PMPCB,7,102937873,102955133,0.00024188209891917722,102946503.0
NCRNA00222,6,109072857,109091145,0.0002418731457574097,109082001.0
TROVE2,1,193028552,193060906,0.0002417934717087178,193044729.0
DCLRE1A,10,115594484,115613859,0.00024179245331978905,115604171.5
HRASLS2,11,63320242,63330855,0.00024178744007130604,63325548.5
NXPH4,12,57610578,57620232,0.00024173704438368304,57615405.0
LOC100506581,16,87336404,87351026,0.00024151808399253127,87343715.0
LOC646168,3,167613736,167641797,0.00024150811193379695,167627766.5
SLC25A1,22,19163094,19166301,0.00024141903442398416,19164697.5
HMGN1,21,40714241,40721047,0.00024114809368569468,40717644.0
C15orf51,15,100330361,100347132,0.00024113753848808983,100338746.5
CYP2A6,19,41349443,41356352,0.00024103703542621702,41352897.5
C4orf27,4,170650619,170679093,0.00024070156804256726,170664856.0
ATP8B2,1,154298036,154323780,0.00024068772233576397,154310908.0
PLIN1,15,90207600,90222648,0.00024064340680496343,90215124.0
SULT1C3,2,108863651,108881807,0.0002405889080101531,108872729.0
ZNF785,16,30591994,30597092,0.00024039774331896524,30594543.0
PPRC1,10,103892787,103910090,0.00024025607797639736,103901438.5
C9orf100,9,35659341,35665278,0.00024017738495984986,35662309.5
LOC283693,15,83394650,83408532,0.00024013321716509495,83401591.0
CA11,19,49141272,49149451,0.0002401000250387142,49145361.5
ZNF501,3,44771124,44778575,0.00024007943419945832,44774849.5
LOC645166,1,148928286,148953054,0.00023991211141449753,148940670.0
ID4,6,19837617,19840915,0.0002398278250801411,19839266.0
FAM92B,16,85131965,85146114,0.00023975713210333538,85139039.5
GRWD1,19,48949030,48957164,0.00023971683037515845,48953097.0
COMMD6,13,76099350,76111991,0.00023962876477412465,76105670.5
TUBA1C,12,49658865,49667113,0.00023960193948369124,49662989.0
C17orf69,17,43716341,43723595,0.00023937139229701643,43719968.0
C12orf29,12,88429268,88443937,0.00023930016266859866,88436602.5
ADH6,4,100123795,100140403,0.00023928669521566803,100132099.0
NCRNA00264,10,26878794,26883251,0.00023920561700307985,26881022.5
CBLL1,7,107384279,107402083,0.0002391747975849512,107393181.0
CLDN19,1,43198764,43205925,0.00023913375748207955,43202344.5
PCP4L1,1,161228517,161255240,0.00023910127930548697,161241878.5
AKT1S1,19,50372297,50380644,0.0002390436482606617,50376470.5
TMEM191A,22,21055402,21058891,0.00023904296672583314,21057146.5
SCN4B,11,118004092,118023630,0.00023884800730655797,118013861.0
TMPRSS5,11,113558268,113577068,0.00023882384017781533,113567668.0
MRPL30,2,99797578,99814089,0.00023866678730755098,99805833.5
KLKB1,4,187148672,187179625,0.00023859131047032633,187164148.5
ZNF211,19,58144535,58154147,0.00023847535135956832,58149341.0
NXPH3,17,47653298,47661171,0.00023833396888406355,47657234.5
OR52N2,11,5841566,5842531,0.00023830690199133642,5842048.5
PECAM1,17,62396777,62407083,0.00023826851007413552,62401930.0
RND2,17,41177258,41184058,0.0002382265495164404,41180658.0
SYT11,1,155829260,155854990,0.00023819325646812217,155842125.0
MFSD4,1,205538112,205572046,0.0002381668875734988,205555079.0
C12orf62,12,50505900,50514234,0.00023804007743777333,50510067.0
AHSA2,2,61404555,61414686,0.0002380073860663856,61409620.5
TMEM199,17,26684687,26689089,0.00023797242100442872,26686888.0
CA4,17,58227302,58236906,0.0002379382164576782,58232104.0
MFGE8,15,89441914,89456663,0.00023788125456647435,89449288.5
MED30,8,118532965,118552501,0.0002377580593240225,118542733.0
RPL7L1,6,42847671,42854731,0.00023769291259867487,42851201.0
CCNG2,4,78078357,78091213,0.00023752754457717629,78084785.0
HLA-DOA,6,32971960,32977389,0.00023752747452121525,32974674.5
ZADH2,18,72909278,72921281,0.0002374902557633618,72915279.5
TMEM63A,1,226033233,226070420,0.0002373327444402662,226051826.5
GHITM,10,85899185,85913311,0.00023722965943306917,85906248.0
RGR,10,86004809,86018944,0.00023708928396359852,86011876.5
OPALIN,10,98102975,98119092,0.000236995931647499,98111033.5
PKDREJ,22,46651560,46659219,0.00023683439843935616,46655389.5
TUBB,6,30688157,30693195,0.00023682428485827245,30690676.0
SNAPC4,9,139270029,139292889,0.00023678678202188053,139281459.0
KLHDC3,6,42981977,42989031,0.00023674889573399582,42985504.0
CDIPT,16,29869678,29874578,0.00023664887481444907,29872128.0
CCDC51,3,48473580,48481529,0.00023656273068084488,48477554.5
SNORA52,11,811681,811814,0.00023637671134224547,811747.5
MS4A2,11,59856137,59865940,0.0002362595042697535,59861038.5
C6orf72,6,149887528,149912067,0.0002361730572140175,149899797.5
ARID5A,2,97202464,97218371,0.00023607500534339465,97210417.5
TWIST2,2,239756673,239795893,0.0002359803842395536,239776283.0
IQCF1,3,51928892,51937386,0.0002359620794081252,51933139.0
KLF2,19,16435651,16438339,0.00023592901516522602,16436995.0
C7orf36,7,39606003,39612480,0.00023591301451020286,39609241.5
PHF1,6,33378773,33384230,0.00023584279514210493,33381501.5
ZNF584,19,58920063,58929692,0.00023575289306165814,58924877.5
MYCL1,1,40361096,40367687,0.00023557404055196685,40364391.5
FCRL1,1,157764194,157789940,0.00023541841077445724,157777067.0
CCR6,6,167525295,167552629,0.00023537585304822528,167538962.0
GDF15,19,18496968,18499986,0.00023537361522585343,18498477.0
RRP9,3,51967446,51975922,0.00023528741070677484,51971684.0
TMEM127,2,96915946,96931751,0.00023525474162866544,96923848.5
LSG1,3,194361517,194393206,0.0002352000390573039,194377361.5
LIN37,19,36239512,36245420,0.00023517831499830777,36242466.0
POLR2C,16,57496551,57505921,0.0002350915087809824,57501236.0
CCNB1,5,68462913,68474070,0.00023508840371633255,68468491.5
LMNA,1,156084461,156109878,0.0002349112403372544,156097169.5
KLHL36,16,84682131,84695916,0.00023483032541804505,84689023.5
DBNDD1,16,90071279,90085937,0.00023476188399129683,90078608.0
ZSCAN12P1,6,28058929,28063493,0.00023464632180036915,28061211.0
NFE2,12,54685896,54694791,0.00023464420519658802,54690343.5
GNL3,3,52719936,52728510,0.00023461070394859007,52724223.0
MOSC2,1,220921676,220957596,0.00023455096915370177,220939636.0
ZNF835,19,57174953,57184246,0.00023447112129559855,57179599.5
TTC9C,11,62495952,62506108,0.00023442830675080017,62501030.0
SSTR3,22,37602245,37608353,0.0002343281752601456,37605299.0
PSMC3,11,47440320,47448024,0.0002342652831046621,47444172.0
F11R,1,160965001,160991133,0.00023419654217349262,160978067.0
C9orf43,9,116173022,116191879,0.00023415670864679328,116182450.5
ADH1C,4,100257649,100273917,0.00023407549455356502,100265783.0
SECTM1,17,80278900,80291921,0.00023398188808698706,80285410.5
GYLTL1B,11,45943196,45950647,0.0002339551854255717,45946921.5
TMEM211,22,25331208,25335314,0.00023383115253139408,25333261.0
WEE2,7,141408153,141431071,0.0002337984408100624,141419612.0
FMO4,1,171283486,171311223,0.000233605663787273,171297354.5
FURIN,15,91411885,91426687,0.00023359154006286076,91419286.0
GHRH,20,35879490,35885299,0.0002335578601737609,35882394.5
RIPK3,14,24805227,24809242,0.00023349722309262688,24807234.5
DIABLO,12,122692209,122712068,0.00023349618023260632,122702138.5
LOC728989,1,146490895,146514599,0.00023342663390479856,146502747.0
RNASET2,6,167343004,167370077,0.00023338246940696195,167356540.5
DMAP1,1,44679125,44686351,0.0002333096542734836,44682738.0
RPL23A,17,27047000,27051374,0.00023329159169804825,27049187.0
AQP2,12,50344524,50352664,0.00023324459517581886,50348594.0
KIF25,6,168418553,168445769,0.0002331169288112278,168432161.0
ZNF550,19,58058343,58067725,0.0002331150085943534,58063034.0
PIGH,14,68056023,68067017,0.0002330390076679123,68061520.0
LOC645752,15,78206559,78219188,0.0002329513629000246,78212873.5
ZNF79,9,130186653,130207651,0.00023267567559059898,130197152.0
TCHP,12,110338079,110355874,0.00023265483921619534,110346976.5
GFRA3,5,137588069,137610253,0.000232594053564128,137599161.0
ARRDC3,5,90664541,90679149,0.00023243035332853879,90671845.0
HRH2,5,175085040,175113245,0.0002323895645801599,175099142.5
MRPL35,2,86426556,86440477,0.00023236075875132656,86433516.5
TBX2,17,59477257,59486827,0.0002321136073142327,59482042.0
RBP1,3,139236276,139258671,0.00023202686890044788,139247473.5
SMCR5,17,17680000,17682843,0.00023197126871821183,17681421.5
MAPKSP1,4,100799495,100815703,0.00023195871415637725,100807599.0
SCLY,2,238969632,239008054,0.00023194065485654392,238988843.0
C1orf61,1,156374055,156399184,0.00023181959968354704,156386619.5
HLA-DRA,6,32407619,32412826,0.0002317822058230945,32410222.5
ZFP57,6,29640169,29644931,0.00023176526876866888,29642550.0
PHYHD1,9,131683174,131704320,0.00023165282986781222,131693747.0
SNRNP27,2,70121090,70132349,0.00023162787856634282,70126719.5
CDH16,16,66942025,66952766,0.0002314651245249877,66947395.5
LOC100131635,3,187420154,187450203,0.00023128818982698363,187435178.5
FMO2,1,171154388,171181822,0.0002312282162897361,171168105.0
C11orf66,11,61248585,61258400,0.0002311713348497335,61253492.5
TMC8,17,76126859,76139049,0.00023099658466918527,76132954.0
TM7SF4,8,105352054,105368916,0.0002308903912187077,105360485.0
KLC2,11,66024765,66035332,0.00023087910194163896,66030048.5
BRF2,8,37701398,37707431,0.0002308424380785823,37704414.5
TFPT,19,54610320,54619055,0.00023074270961132015,54614687.5
SEPT2,2,242254723,242293441,0.00023055815967154558,242274082.0
GPANK1,6,31629006,31634060,0.00023050986879624702,31631533.0
PPAPDC1B,8,38120650,38126738,0.00023038499882233054,38123694.0
PROCR,20,33759774,33765165,0.00023036137068288554,33762469.5
SUMO1,2,203070903,203103322,0.0002302988595594968,203087112.5
CST5,20,23856572,23860380,0.00023026544097248802,23858476.0
IFNGR1,6,137518621,137540567,0.00023021507068676783,137529594.0
HNRNPH3,10,70091768,70102953,0.0002302018752402546,70097360.5
LIPF,10,90424146,90438572,0.00023014492653672391,90431359.0
LOC339674,22,42348191,42354946,0.00023010729323758028,42351568.5
ACP6,1,147119168,147142634,0.00023009633898141146,147130901.0
SLC27A4,9,131102839,131123749,0.00023008157463166867,131113294.0
C17orf102,17,32901142,32906388,0.00023001556115431754,32903765.0
BBS5,2,170336006,170363165,0.0002300102718386654,170349585.5
ATP6AP1L,5,81601166,81614147,0.00022948366536823528,81607656.5
GNPAT,1,231376919,231413719,0.00022943928864549434,231395319.0
TP53I13,17,27895739,27900175,0.00022940013082362043,27897957.0
SLC25A32,8,104410866,104427468,0.00022937956294910578,104419167.0
CES2,16,66968347,66978994,0.00022934944118802036,66973670.5
HSF1,8,145515270,145538385,0.00022915290798408705,145526827.5
COX6C,8,100890223,100906242,0.0002290479338142859,100898232.5
GGNBP1,6,33551476,33556803,0.00022903988552513965,33554139.5
MAN1B1,9,139981417,140003639,0.00022900914423829022,139992528.0
DMP1,4,88571454,88585512,0.00022896538765948549,88578483.0
PDP2,16,66914383,66925002,0.00022893079555430518,66919692.5
LOC643733,11,104772276,104788902,0.00022891880833952882,104780589.0
OR56A3,11,5968577,5969524,0.00022888598072867694,5969050.5
PSD,10,104162376,104178901,0.00022886041321612538,104170638.5
PDF+COG8,16,69362524,69373526,0.0002288162398222937,69368025.0
RAB19,7,140103843,140126050,0.0002286546111704979,140114946.5
ZNF425,7,148799878,148823438,0.00022840881865704432,148811658.0
PRICKLE4,6,41748500,41755110,0.00022840243701693907,41751805.0
C4orf43,4,164415673,164441691,0.00022828158060406167,164428682.0
PELI3,11,66234336,66244808,0.00022807970848148784,66239572.0
CALML5,10,5540658,5541533,0.00022781739379595933,5541095.5
RNF14,5,141346437,141368754,0.00022776720948414209,141357595.5
HMGN2,1,26798902,26803133,0.0002277541329505084,26801017.5
SDHAP2,3,195384910,195415735,0.00022758956551882648,195400322.5
MYL10,7,101256605,101272576,0.00022753543172626678,101264590.5
C15orf59,15,74032141,74043816,0.00022749762690565944,74037978.5
SLC20A1,2,113403527,113421400,0.00022735850625110743,113412463.5
HLA-E,6,30457183,30461982,0.00022730099101764267,30459582.5
MR1,1,181002561,181031074,0.00022724719242717129,181016817.5
DNAJB4,1,78470636,78482995,0.00022720427308797753,78476815.5
FMO3,1,171060018,171086959,0.00022719854075958779,171073488.5
RAB33B,4,140374961,140397069,0.00022719572033480517,140386015.0
C17orf70,17,79506911,79519429,0.0002271278623666717,79513170.0
OAF,11,120081747,120100650,0.00022708795088988154,120091198.5
NFIL3,9,94171327,94186144,0.00022697705723473405,94178735.5
OSTC,4,109571741,109588980,0.00022696238195152318,109580360.5
GPR37,7,124386114,124405681,0.00022693042345878212,124395897.5
TMEM109,11,60681371,60690915,0.00022689003767695226,60686143.0
C14orf138,14,50575350,50583297,0.00022667557597344512,50579323.5
PRSS35,6,84222194,84235421,0.00022655582673891672,84228807.5
AMBP,9,116822408,116840752,0.0002265209257430456,116831580.0
EPHX1,1,225997797,226033262,0.00022637904402600384,226015529.5
OR52B2,11,6190585,6191556,0.00022627050706347518,6191070.5
PMS2P1,7,99918263,99933930,0.00022619419568670196,99926096.5
C11orf24,11,68028803,68039469,0.0002261774164580288,68034136.0
CCNE2,8,95892453,95907482,0.00022609250193994512,95899967.5
C16orf93,16,30768744,30773565,0.000226030927127141,30771154.5
RPL13AP17,7,77976559,77988770,0.00022590596342553226,77982664.5
TUBB3,16,89988417,90002505,0.00022584125161273505,89995461.0
UBE2B,5,133706870,133727799,0.00022580590960430413,133717334.5
TRMT5,14,61438167,61447782,0.00022576238754012934,61442974.5
KRT9,17,39722094,39728310,0.00022574566560251697,39725202.0
OR56B4,11,6129009,6129968,0.00022571937630999628,6129488.5
ADCK2,7,140372953,140394908,0.00022562674622861323,140383930.5
PHOSPHO1,17,47300732,47308128,0.00022556391269645815,47304430.0
FOSB,19,45971253,45978437,0.00022543460384483183,45974845.0
NOS3,7,150688144,150711687,0.00022538412897432636,150699915.5
THAP1,8,42691817,42698474,0.00022494409070006327,42695145.5
MAZ,16,29817855,29822504,0.00022491779547451074,29820179.5
EFCAB10,7,105205580,105221976,0.00022482252955313697,105213778.0
THAP10,15,71173681,71184772,0.00022479775761752308,71179226.5
ZNF498,7,99214571,99230030,0.00022477429312672825,99222300.5
DSEL,18,65173819,65183967,0.0002246197872644018,65178893.0
SIDT2,11,117049939,117068161,0.00022457715882140405,117059050.0
POMT1,9,134378289,134399193,0.0002244094017633813,134388741.0
SOCS1,16,11348274,11350039,0.00022436526696623105,11349156.5
ISOC2,19,55964346,55973049,0.00022433566087087797,55968697.5
GGTLC1,20,23965690,23969416,0.00022428161560483773,23967553.0
TMEM171,5,72416388,72427644,0.00022422705256985864,72422016.0
LYSMD3,5,89811445,89825401,0.00022416616919329613,89818423.0
C19orf46,19,36494002,36499672,0.00022413122195175106,36496837.0
WDR12,2,203745323,203776949,0.00022392235401724747,203761136.0
BLOC1S1+RDH5+BLOC1S1-RDH5,12,56109818,56118526,0.00022388262661010572,56114172.0
SEPT1,16,30389456,30394171,0.0002238203688520457,30391813.5
SDHAP1,3,195686792,195717150,0.000223796090001116,195701971.0
ALDH1B1,9,38392702,38398657,0.0002237556119304429,38395679.5
IGJ,4,71521258,71532348,0.00022368520806992365,71526803.0
GBP5,1,89724634,89738544,0.00022364351349324352,89731589.0
ABCA2,9,139901686,139923374,0.0002236337938121835,139912530.0
POPDC2,3,119360908,119379404,0.00022354069225016815,119370156.0
OVOL1,11,65554529,65564685,0.0002234914349159567,65559607.0
