geneid	chrm_probe	s1	s2
SYNE1	6	152442822	152958534
SYNE2	14	64319683	64693167
SYNGAP1	6	33387847	33421466
SYNGR1	22	39745954	39781593
SYNGR2	17	76164671	76169009
SYNGR3	16	2039946	2044276
SYNGR4	19	48867651	48879634
SYNJ1	21	34001069	34100351
SYNJ2	6	158402888	158520207
SYNJ2BP	14	70833213	70883807
SYNM	15	99645286	99675800
SYNPO	5	149980642	150038792
SYNPO2	4	119809996	119982402
SYNPO2L	10	75404644	75415832
SYNPR	3	63263914	63602597
SYNRG	17	35874900	35969486
SYPL1	7	105730952	105753057
SYPL2	1	110009100	110024764
SYT1	12	79257773	79845788
SYT10	12	33528348	33592754
SYT11	1	155829260	155854990
SYT12	11	66790190	66818334
SYT13	11	45261853	45307884
SYT14	1	210111538	210337633
SYT14L	4	68926328	68929015
SYT15	10	46955444	46970601
SYT16	14	62462541	62568427
SYT17	16	19179638	19278554
SYT2	1	202559725	202679551
SYT3	19	51125234	51143092
SYT4	18	40847857	40857615
SYT5	19	55684469	55691720
SYT6	1	114631914	114696472
SYT7	11	61282785	61348298
SYT8	11	1855674	1858750
SYT9	11	7273181	7490276
SYTL1	1	27668483	27680423
SYTL2	11	85405265	85522178
SYTL3	6	159071046	159185901
SYVN1	11	64894751	64902003
TAAR1	6	132966123	132967142
TAAR3	6	132929364	132930441
TAB1	22	39795759	39833132
TAB2	6	149639436	149732747
TAC1	7	97361271	97369784
TAC3	12	57403781	57410344
TAC4	17	47915671	47925379
TACC1	8	38585704	38710546
TACC2	10	123748689	124014057
TACC3	4	1723266	1746897
TACO1	17	61678231	61685725
TACR1	2	75273590	75426645
TACR2	10	71163958	71176674
TACR3	4	104510625	104640973
TACSTD2	1	59041095	59043166
TADA1	1	166825749	166845654
TADA2A	17	35766977	35837226
TADA2B	4	7045156	7059677
TADA3	3	9821654	9834420
TAF10	11	6632073	6633445
TAF11	6	34845555	34855819
TAF12	1	28929609	28969604
TAF13	1	109606998	109618624
TAF15	17	34136488	34174238
TAF1A	1	222731665	222763255
TAF1B	2	9983571	10074545
TAF1C	16	84211461	84220662
TAF1D	11	93469096	93474703
TAF1L	9	32629452	32635667
TAF2	8	120743014	120845074
TAF3	10	7860673	8056714
TAF4	20	60549854	60640866
TAF4B	18	23806409	23971650
TAF5	10	105127724	105148822
TAF5L	1	229728866	229761794
TAF6	7	99704693	99717481
TAF6L	11	62538875	62554813
TAF7	5	140698057	140700351
TAF8	6	42018251	42048644
TAF9	5	68647553	68665840
TAGAP	6	159456027	159466184
TAGLN	11	117070040	117075508
TAGLN2	1	159887903	159895284
TAGLN3	3	111717586	111732735
tAKR	10	4913859	4958465
TAL1	1	47681963	47695443
TAL2	9	108424738	108425385
TALDO1	11	747432	765024
TANC1	2	159825146	160089170
TANC2	17	61086898	61505067
TANK	2	161993466	162092683
TAOK1	17	27717943	27878921
TAOK2	16	29985222	30003581
TAOK3	12	118587606	118810750
TAP1	6	32812986	32821748
TAP2	6	32789610	32806547
TAPBP	6	33267472	33282164
TAPBPL	12	6561177	6571488
TAPT1	4	16162128	16228161
TARBP1	1	234527059	234614849
TARBP2	12	53894705	53900215
TARDBP	1	11072679	11085549
TARP	7	38299244	38313248
TARS	5	33440898	33468196
TARS2	1	150459920	150479749
TARSL2	15	102193955	102264645
TAS1R1	1	6615338	6639817
TAS1R3	1	1266726	1269844
TAS2R1	5	9629109	9630463
TAS2R10	12	10977945	10978868
TAS2R13	12	11060525	11062161
TAS2R14	12	11090853	11091806
TAS2R19	12	11174271	11175170
TAS2R20	12	11148561	11150474
TAS2R3	7	141463897	141464997
TAS2R30	12	11285884	11286843
TAS2R31	12	11182986	11184006
TAS2R4	7	141478289	141479188
TAS2R42	12	11338599	11339543
TAS2R43	12	11243886	11244912
TAS2R46	12	11213964	11214893
TAS2R5	7	141490017	141491166
TAS2R50	12	11138512	11139511
TAS2R60	7	143140546	143141502
TAS2R8	12	10958650	10959579
TAS2R9	12	10961693	10962767
TASP1	20	13370036	13619583
TAT	16	71600754	71610998
TATDN1	8	125500735	125551329
TATDN2	3	10290177	10322906
TATDN3	1	212965170	212990167
TAX1BP1	7	27779738	27869386
TAX1BP3	17	3566189	3571973
TBCA	5	76986995	77072185
TBCB	19	36605888	36616849
TBCC	6	42712234	42713884
TBCCD1	3	186263856	186288332
TBCD	17	80709940	80901062
TBCE	1	235530728	235612280
TBCEL	11	120894803	120960354
TBCK	4	106967233	107237861
TBK1	12	64845840	64895899
TBKBP1	17	45772630	45789429
TBL1XR1	3	176738542	176915048
TBL2	7	72983277	72993013
TBL3	16	2022064	2028751
TBP	6	170863421	170881958
TBPL1	6	134274301	134308629
TBPL2	14	55880930	55907263
TBR1	2	162272620	162281573
TBRG1	11	124492742	124505822
TBRG4	7	45139699	45151317
TBX1	22	19744226	19771112
TBX10	11	67398774	67407031
TBX15	1	119425666	119532179
TBX18	6	85444157	85473899
TBX19	1	168250278	168283664
TBX2	17	59477257	59486827
TBX20	7	35242042	35293711
TBX21	17	45810610	45823485
TBX3	12	115108059	115121969
TBX4	17	59533807	59561664
TBX5	12	114791735	114846247
TBX6	16	30097115	30103205
TBXA2R	19	3594504	3606831
TBXAS1	7	139478047	139720125
TC2N	14	92246267	92333880
TCAM1P	17	61934376	61941739
TCAP	17	37821599	37822807
TCEA1	8	54879116	54935008
TCEA2	20	62688439	62703700
TCEA3	1	23707555	23751261
TCEB1	8	74858634	74884346
TCEB2	16	2821415	2827297
TCEB3	1	24069856	24088549
TCEB3B	18	44558943	44561988
TCERG1	5	145826873	145891069
TCERG1L	10	132890655	133109984
TCF12	15	57210833	57580714
TCF15	20	584637	590910
TCF19	6	31126303	31131992
TCF20	22	42556019	42611445
TCF21	6	134210259	134216675
TCF24	8	67858736	67874825
TCF25	16	89939994	89977792
TCF3	19	1609292	1652326
TCF4	18	52889562	53255860
TCF7	5	133450402	133483920
TCF7L1	2	85360583	85537511
TCF7L2	10	114710009	114927436
TCFL5	20	61472467	61493115
TCHH	1	152078793	152086556
TCHHL1	1	152056620	152061540
TCHP	12	110338079	110355874
TCIRG1	11	67806462	67818366
TCL1A	14	96176304	96180533
TCL1B	14	96152754	96158980
TCL6	14	96117515	96139789
TCN1	11	59620281	59634041
TCN2	22	31003070	31023047
TCOF1	5	149737202	149779871
TCP1	6	160199530	160210735
TCP10L	21	33947151	33957845
TCP10L2	6	167584081	167596396
TCP11	6	35085849	35109187
TCP11L1	11	33060963	33095109
TCP11L2	12	106696581	106740792
TCTA	3	49449639	49453909
TCTE1	6	44247897	44265458
TCTE3	6	170140215	170151638
TCTEX1D1	1	67218140	67244730
TCTEX1D2	3	196018090	196045159
TCTEX1D4	1	45271586	45272957
TCTN1	12	111051832	111086935
TCTN2	12	124155660	124192948
TCTN3	10	97423153	97453900
TDG	12	104359593	104382656
TDGF1	3	46616045	46623952
TDO2	4	156824847	156841550
TDP1	14	90422246	90511108
TDP2	6	24650205	24667115
TDRD1	10	115939029	115992063
TDRD10	1	154474695	154520623
TDRD12	19	33210679	33281714
TDRD3	13	60970591	61148013
TDRD5	1	179560748	179660407
TDRD6	6	46655612	46672056
TDRD7	9	100174302	100258405
TDRD9	14	104394817	104519004
TDRG1	6	40346163	40347631
TDRKH	1	151744041	151763010
TEAD1	11	12695969	12966284
TEAD2	19	49843855	49865714
TEAD3	6	35441374	35464861
TEAD4	12	3068478	3149842
TEC	4	48137800	48271814
TECPR1	7	97846047	97881468
TECPR2	14	102829300	102968818
TECTA	11	120973375	121061515
TECTB	10	114043493	114063070
TEDDM1	1	182367252	182369751
TEF	22	41763392	41795330
TEK	9	27109147	27230172
TEKT1	17	6703300	6735060
TEKT2	1	36549676	36553876
TEKT3	17	15207129	15244958
TEKT4	2	95537232	95542568
TEKT5	16	10721361	10788802
TELO2	16	1543352	1560460
TENC1	12	53440810	53458162
TEP1	14	20833826	20881579
TEPP	16	58010339	58022017
TERC	3	169482398	169482848
TERF1	8	73921097	73959987
TERF2	16	69389464	69419874
TERF2IP	16	75681635	75691341
TES	7	115850581	115898837
TESC	12	117476728	117537251
TESK1	9	35605281	35610038
TESK2	1	45809555	45956840
TET1	10	70320117	70454239
TET2	4	106067943	106200958
TET3	2	74273450	74335302
TEX10	9	103064357	103115259
TEX101	19	43892763	43922767
TEX12	11	112038095	112043279
TEX14	17	56634039	56769416
TEX15	8	30689060	30706533
TEX19	17	80317123	80321652
TEX2	17	62224795	62340653
TEX21P	14	64812191	64814329
TEX261	2	71213068	71222001
TEX264	3	51705222	51738339
TEX9	15	56657644	56738072
TF	3	133464977	133497850
TFAM	10	60145176	60155897
TFAMP1	7	1654106	1656328
TFAP2A	6	10396916	10419797
TFAP2C	20	55204358	55214338
TFAP2E	1	36038971	36060927
TFAP4	16	4307187	4323001
TFB1M	6	155577264	155635617
TFB2M	1	246703863	246729565
TFCP2	12	51487539	51566926
TFCP2L1	2	121974164	122042778
TFDP1	13	114239003	114295788
TFDP2	3	141663270	141868386
TFEB	6	41651716	41703997
TFEC	7	115575202	115670798
TFF1	21	43782391	43786644
TFF2	21	43766467	43771208
TFF3	21	43731777	43735706
TFG	3	100428134	100467810
TFIP11	22	26887894	26908437
TFPI	2	188328958	188419219
TFPI2	7	93515745	93520065
TFPT	19	54610320	54619055
TFR2	7	100218039	100239173
TFRC	3	195776155	195809032
TG	8	133879205	134147143
TGDS	13	95226308	95248511
TGFA	2	70674417	70781105
TGFB1	19	41836812	41859831
TGFB1I1	16	31483476	31489281
TGFB2	1	218518676	218617961
TGFB3	14	76424442	76448092
TGFBI	5	135364584	135399507
TGFBR1	9	101867412	101916473
TGFBR2	3	30647994	30735633
TGFBR3	1	92145900	92371559
TGFBRAP1	2	105883540	105946148
TGIF1	18	3412072	3458406
TGIF2-C20ORF24+C20orf24+TGIF2	20	35201876	35240960
TGM1	14	24718320	24732416
TGM2	20	36756864	36793700
TGM3	20	2276613	2321725
TGM4	3	44916098	44956088
TGM5	15	43524793	43559055
TGM6	20	2361554	2413399
TGOLN2	2	85545146	85555374
TGS1	8	56685791	56738005
TH	11	2185159	2193035
TH1L	20	57556311	57570188
THADA	2	43457975	43823185
THAP1	8	42691817	42698474
THAP10	15	71173681	71184772
THAP11	16	67876213	67878098
THAP2	12	72057677	72074428
THAP3	1	6684925	6695646
THAP4	2	242523820	242576725
THAP5	7	108202671	108210167
THAP6	4	76439654	76455236
THAP7	22	21354061	21356404
THAP8	19	36525887	36545664
THAP9	4	83821837	83841284
THBD	20	23026270	23030301
THBS1	15	39873280	39889668
THBS2	6	169615875	169654137
THBS3	1	155165379	155177690
THBS4	5	79331170	79379107
THEM4	1	151846060	151882113
THEM5	1	151819577	151826173
THEMIS	6	128029339	128239776
THG1L	5	157158323	157166772
THNSL1	10	25305508	25315593
THNSL2	2	88469835	88486146
THOC1	18	214520	268059
THOC3	5	175386534	175395545
THOC4	17	79845711	79849462
THOC5	22	29904156	29949736
THOC6	16	3074032	3077756
THOC7	3	63819546	63849597
THOP1	19	2785506	2813599
THPO	3	184089773	184095932
THRA	17	38218446	38250120
THRAP3	1	36690017	36770957
THRB	3	24158645	24536313
THRSP	11	77774907	77779397
THSD1	13	52951303	52980629
THSD1P1	13	52741847	52768602
THSD4	15	71433788	72075722
THSD7A	7	11410062	11871824
THSD7B	2	137748462	138435287
THTPA	14	24025198	24028787
THUMPD1	16	20744989	20753199
THUMPD2	2	39963200	40006416
THUMPD3	3	9404717	9428475
THY1	11	119288655	119294246
THYN1	11	134118173	134123260
TIA1	2	70436576	70475779
TIAF1+MYO18A	17	27400528	27507407
TIAL1	10	121332978	121356541
TIAM1	21	32490736	32931290
TIAM2	6	155411423	155578857
TICAM1	19	4815938	4831737
TIE1	1	43766664	43788779
TIFA	4	113196782	113207059
TIFAB	5	134784558	134788089
TIGD1	2	233412779	233415226
TIGD2	4	90033968	90036052
TIGD3	11	65122282	65125082
TIGD4	4	153690506	153700916
TIGD5	8	144680074	144682485
TIGD6	5	149372683	149380217
TIGD7	16	3348808	3355439
TIGIT	3	114012833	114029135
TIMD4	5	156346293	156390266
TIMELESS	12	56810157	56843200
TIMM10	11	57295936	57298232
TIMM13	19	2425622	2427875
TIMM17A	1	201924619	201939789
TIMM22	17	900357	905390
TIMM23	10	51592088	51623336
TIMM44	19	7991603	8008708
TIMM50	19	39971052	39981528
TIMM8B	11	111955539	111957522
TIMM9	14	58875370	58894232
TIMP2	17	76849059	76921472
TIMP3	22	33196802	33259028
TIMP4	3	12194568	12200647
TINAG	6	54173203	54254950
TINAGL1	1	32042086	32053287
TINF2	14	24708851	24711880
TIPARP	3	156392205	156424557
TIPIN	15	66629008	66649054
TIPRL	1	168148171	168171351
TIRAP	11	126152982	126164828
TJAP1	6	43445261	43474294
TJP1	15	29992357	30114706
TJP2	9	71736224	71870124
TJP3	19	3728374	3750682
TK1	17	76170160	76183285
TK2	16	66541906	66584315
TKT	3	53258724	53290130
TKTL2	4	164392247	164395047
TLCD1	17	27051366	27053949
TLCD2	17	1606084	1613662
TLE1	9	84198598	84303596
TLE2	19	2997636	3047633
TLE3	15	70340543	70390256
TLE4	9	82186878	82341656
TLE6	19	2977536	2995182
TLK1	2	171847333	172087824
TLK2	17	60556386	60692841
TLL1	4	166794410	167024993
TLL2	10	98124363	98273683
TLN1	9	35697334	35732392
TLN2	15	62939510	63136829
TLR1	4	38797876	38806412
TLR10	4	38773860	38784611
TLR2	4	154605441	154627242
TLR3	4	186990309	187006252
TLR4	9	120466460	120479766
TLR5	1	223282748	223316624
TLR6	4	38825329	38858437
TLR9	3	52255098	52260179
TLX1	10	102891061	102897546
TLX1NB	10	102849078	102890903
TLX2	2	74741596	74744275
TM2D1	1	62146719	62191095
TM2D2	8	38846327	38854041
TM2D3	15	102182049	102192594
TM4SF1	3	149086805	149095568
TM4SF18	3	149036285	149051548
TM4SF19	3	196050419	196065258
TM4SF20	2	228226874	228244022
TM4SF4	3	149192434	149221068
TM4SF5	17	4675187	4686506
TM6SF1	15	83776324	83806111
TM6SF2	19	19375174	19384074
TM7SF2	11	64879341	64883707
TM7SF3	12	27124506	27167339
TM7SF4	8	105352054	105368916
TM9SF1	14	24658353	24664882
TM9SF2	13	100153728	100215276
TM9SF3	10	98277867	98346809
TM9SF4	20	30697309	30755061
TMBIM1	2	219138917	219157280
TMBIM4	12	66530717	66563807
TMBIM6	12	50135293	50158717
TMC1	9	75136717	75451267
TMC2	20	2517253	2622430
TMC3	15	81624760	81666418
TMC4	19	54663834	54676944
TMC5	16	19422057	19510434
TMC6	17	76108999	76128488
TMC7	16	18995256	19075262
TMC8	17	76126859	76139049
TMCC1	3	129366635	129612419
TMCC2	1	205197038	205242471
TMCC3	12	94960900	95044324
TMCO1	1	165693528	165738135
TMCO2	1	40713573	40717365
TMCO3	13	114145308	114204544
TMCO4	1	20008706	20126410
TMCO5A	15	38227457	38243623
TMCO6	5	140019012	140024989
TMCO7	16	68877509	69119085
TMED1	19	10943114	10946983
TMED10	14	75598171	75643349
TMED10P1	8	146220251	146224283
TMED11P	4	1108985	1116952
TMED2	12	124069076	124082688
TMED3	15	79603491	79615189
TMED4	7	44618762	44621827
TMED5	1	93615299	93646246
TMED6	16	69377149	69385712
TMED7+TICAM2+TMED7-TICAM2	5	114914339	114961876
TMED8	14	77808114	77843396
TMED9	5	177019213	177023099
TMEFF2	2	192814747	193059644
TMEM100	17	53796988	53809482
TMEM101	17	42088556	42092345
TMEM102	17	7338762	7340998
TMEM104	17	72772622	72835922
TMEM105	17	79285072	79304474
TMEM106A	17	41363894	41371589
TMEM106B	7	12250848	12276890
TMEM106C	12	48357330	48362661
TMEM107	17	8076297	8079714
TMEM108	3	132757171	133116619
TMEM109	11	60681371	60690915
TMEM11	17	21101263	21117908
TMEM110-MUSTN1+TMEM110+MUSTN1	3	52867131	52931597
TMEM111	3	10005636	10028522
TMEM115	3	50392180	50396939
TMEM116	12	112369087	112451023
TMEM117	12	44229962	44783541
TMEM119	12	108983622	108991894
TMEM120A	7	75616155	75623992
TMEM120B	12	122150658	122219974
TMEM121	14	105992953	105996539
TMEM123	11	102267056	102323775
TMEM125	1	43735665	43739673
TMEM126A	11	85358963	85367597
TMEM126B	11	85339622	85347583
TMEM127	2	96915946	96931751
TMEM128	4	4237269	4249934
TMEM129	4	1717679	1723084
TMEM130	7	98444111	98467673
TMEM131	2	98372801	98612354
TMEM132A	11	60691913	60704631
TMEM132B	12	125811162	126143589
TMEM132C	12	128751948	129192460
TMEM132D	12	129556271	130388212
TMEM132E	17	32907768	32966337
TMEM133	11	100862811	100864666
TMEM134	11	67231819	67236731
TMEM135	11	86748886	87039876
TMEM136	11	120195838	120204388
TMEM138	11	61129473	61136975
TMEM139	7	142982063	142985141
TMEM140	7	134832766	134850967
TMEM141	9	139685777	139687769
TMEM143	19	48835616	48867186
TMEM144	4	159131401	159176439
TMEM145	19	42817477	42829214
TMEM146	19	5720688	5778742
TMEM147	19	36036545	36038428
TMEM149	19	36230151	36233351
TMEM14A	6	52535884	52551385
TMEM14B	6	10747995	10757214
TMEM14C	6	10723148	10731362
TMEM14E	3	152057487	152058779
TMEM150A	2	85825670	85829822
TMEM150B	19	55824227	55836708
TMEM150C	4	83405604	83483126
TMEM151A	11	66059373	66064135
TMEM151B	6	44238480	44247182
TMEM154	4	153547266	153601317
TMEM155	4	122680085	122686340
TMEM156	4	38968441	39034041
TMEM158	3	45265956	45267814
TMEM159	16	21169912	21191937
TMEM160	19	47549167	47551882
TMEM161A	19	19230430	19249267
TMEM161B	5	87491023	87564665
TMEM163	2	135213330	135476571
TMEM165	4	56262090	56292342
TMEM167A	5	82348665	82373272
TMEM167B	1	109633403	109639554
TMEM168	7	112405787	112430478
TMEM169	2	216946589	216967506
TMEM17	2	62727356	62733604
TMEM170A	16	75480923	75498584
TMEM170B	6	11538511	11583757
TMEM171	5	72416388	72427644
TMEM173	5	138855113	138862343
TMEM175	4	926262	952443
TMEM176A	7	150497854	150502208
TMEM176B	7	150488376	150498448
TMEM177	2	120436743	120439694
TMEM178	2	39892638	39945104
TMEM179	14	105060420	105071097
TMEM179B	11	62554874	62557872
TMEM18	2	667973	677439
TMEM180	10	104221170	104236802
TMEM181	6	158957468	159056467
TMEM182	2	103378490	103434138
TMEM183A+TMEM183B	1	202976534	202993197
TMEM184A	7	1581871	1596066
TMEM184B	22	38615298	38669040
TMEM184C	4	148538539	148556672
TMEM185B	2	120978854	120980984
TMEM186	16	8889037	8891505
TMEM188	16	50059189	50070999
TMEM189-UBE2V1+UBE2V1+TMEM189	20	48697661	48770335
TMEM19	12	72079878	72097839
TMEM190	19	55888204	55889612
TMEM191A	22	21055402	21058891
TMEM192	4	165997230	166034024
TMEM194A	12	57449426	57472574
TMEM194B	2	191371619	191399468
TMEM195	7	15239943	15601640
TMEM196	7	19758938	19812404
TMEM198	2	220408745	220415317
TMEM199	17	26684687	26689089
TMEM2	9	74298282	74383800
TMEM20	10	95653730	95662491
TMEM200A	6	130758262	130764210
TMEM200B	1	29445937	29450421
TMEM200C	18	5890184	5892103
TMEM201	1	9648932	9674935
TMEM202	15	72690668	72700708
TMEM203	9	140098535	140100090
TMEM204	16	1584231	1605243
TMEM205	19	11453452	11456981
TMEM206	1	212537816	212588267
TMEM208	16	67261016	67263182
TMEM209	7	129804555	129845338
TMEM211	22	25331208	25335314
TMEM212	3	171561139	171577108
TMEM213	7	138482739	138490769
TMEM214	2	27255774	27264565
TMEM215	9	32783497	32789199
TMEM216	11	61159832	61166335
TMEM217	6	37179954	37225931
TMEM218	11	124966399	124973205
TMEM219	16	29973351	29984373
TMEM22	3	136537861	136574734
TMEM220	17	10616639	10633646
TMEM221	19	17546318	17559376
TMEM222	1	27648636	27662891
TMEM223	11	62557787	62559486
TMEM229A	7	123670970	123673523
TMEM229B	14	67936983	67982021
TMEM231	16	75572015	75590170
TMEM232	5	109755198	110062450
TMEM233	12	120031264	120079363
TMEM25	11	118401803	118417313
TMEM26	10	63166401	63213208
TMEM30A	6	75962638	75994632
TMEM30B	14	61744089	61748530
TMEM30C	3	99904668	99913030
TMEM33	4	41937137	41962824
TMEM37	2	120189446	120196096
TMEM38A	19	16771938	16799816
TMEM38B	9	108456825	108537444
TMEM39A	3	119149701	119182471
TMEM39B	1	32538503	32568467
TMEM40	3	12775392	12800808
TMEM41A	3	185207389	185216845
TMEM41B	11	9302201	9336296
TMEM43	3	14166440	14185180
TMEM44	3	194308402	194354150
TMEM45A	3	100211463	100296285
TMEM45B	11	129685741	129729898
TMEM48	1	54231134	54304225
TMEM49	17	57784863	57917952
TMEM5	12	64173637	64202887
TMEM50A	1	25664811	25688852
TMEM50B	21	34821448	34852281
TMEM51	1	15479028	15546974
TMEM52	1	1849029	1850740
TMEM53	1	45119501	45140099
TMEM54	1	33360196	33366953
TMEM55A	8	92006502	92053203
TMEM55B	14	20926012	20929637
TMEM57	1	25757388	25826698
TMEM59	1	54497349	54519111
TMEM59L	19	18723682	18731849
TMEM60	7	77423045	77427747
TMEM61	1	55446465	55457966
TMEM62	15	43425722	43477341
TMEM63A	1	226033233	226070420
TMEM63B	6	44095376	44123256
TMEM63C	14	77648102	77725838
TMEM64	8	91634223	91658133
TMEM65	8	125323159	125384940
TMEM66	8	29920631	29940649
TMEM67	8	94767072	94831460
TMEM68	8	56651320	56685885
TMEM69	1	46153847	46160108
TMEM70	8	74888377	74895018
TMEM71	8	133722192	133772914
TMEM72	10	45406764	45430642
TMEM74	8	109795346	109799770
TMEM79	1	156252704	156262234
TMEM80	11	695616	704129
TMEM81	1	205052257	205053588
TMEM82	1	16068917	16074477
TMEM85	15	34517245	34522352
TMEM86A	11	18720351	18726332
TMEM86B	19	55738002	55740632
TMEM87A	15	42502726	42565755
TMEM87B	2	112812800	112876895
TMEM88	17	7758384	7759417
TMEM8A	16	420776	431950
TMEM8B	9	35829222	35854844
TMEM8C	9	136379708	136390068
TMEM9	1	201103900	201123632
TMEM90A	14	74872596	74892805
TMEM90B	20	24449835	24647167
TMEM91	19	41869871	41889987
TMEM92	17	48348767	48358846
TMEM93	17	3572090	3572962
TMEM97	17	26646121	26655711
TMEM98	17	31254928	31268667
TMEM99	17	38975344	38992526
TMEM9B	11	8968840	8985989
TMF1	3	69068978	69101484
TMIE	3	46742823	46752413
TMIGD1	17	28643366	28661065
TMIGD2	19	4292225	4302428
TMOD1	9	100263462	100364025
TMOD2	15	52043758	52108558
TMOD3	15	52121825	52204331
TMOD4	1	151142463	151148547
TMPO	12	98909351	98944157
TMPPE+GLB1	3	33038100	33138694
TMPRSS11A	4	68776019	68829232
TMPRSS11B	4	69092371	69111412
TMPRSS11D	4	68686594	68749716
TMPRSS11F	4	68918916	68995587
TMPRSS12	12	51236701	51281663
TMPRSS13	11	117771360	117800115
TMPRSS15	21	19641433	19775970
TMPRSS2	21	42836478	42880085
TMPRSS3	21	43791996	43816200
TMPRSS4	11	117947727	117990556
TMPRSS5	11	113558268	113577068
TMPRSS6	22	37461479	37499693
TMPRSS7	3	111758465	111800116
TMPRSS9	19	2389784	2426086
TMSB10	2	85132763	85133799
TMSL3	4	91759642	91760269
TMTC1	12	29653746	29937692
TMTC2	12	83080934	83528067
TMTC3	12	88536073	88593664
TMTC4	13	101256090	101327103
TMUB1	7	150778172	150780620
TMUB2	17	42264354	42269099
TMX1	14	51706886	51724372
TMX3	18	66340925	66382353
TMX4	20	7961716	8000393
TNC	9	117782805	117880486
TNF	6	31543350	31546112
TNFAIP1	17	26662548	26674035
TNFAIP2	14	103592664	103603776
TNFAIP3	6	138188581	138204449
TNFAIP6	2	152214106	152236562
TNFAIP8	5	118604418	118730294
TNFAIP8L1	19	4639527	4655580
TNFAIP8L2	1	151129105	151132225
TNFAIP8L3	15	51348799	51397473
TNFRSF10A	8	23048970	23082680
TNFRSF10B	8	22877648	22926700
TNFRSF10C	8	22960327	22974950
TNFRSF10D	8	22993104	23021540
TNFRSF11A	18	59992548	60053504
TNFRSF11B	8	119935796	119964383
TNFRSF12A	16	3070313	3072383
TNFRSF13B	17	16842398	16875402
TNFRSF13C	22	42321036	42322821
TNFRSF14	1	2487805	2495267
TNFRSF17	16	12058964	12061925
TNFRSF18	1	1138888	1142089
TNFRSF19	13	24144723	24250232
TNFRSF1A	12	6437923	6451283
TNFRSF1B	1	12227060	12269277
TNFRSF21	6	47199268	47277680
TNFRSF25+PLEKHG5	1	6521214	6580069
TNFRSF4	1	1146706	1149548
TNFRSF8	1	12123434	12204264
TNFRSF9	1	7975931	8003225
TNFSF10	3	172223298	172241297
TNFSF11	13	43136872	43182149
TNFSF13+TNFSF12+TNFSF12-TNFSF13	17	7452375	7464925
TNFSF13B	13	108921977	108959365
TNFSF14	19	6663148	6670599
TNFSF15	9	117551611	117568408
TNFSF18	1	173010360	173020103
TNFSF4	1	173152870	173176471
TNFSF8	9	117665124	117692770
TNFSF9	19	6531010	6535939
TNIK	3	170780292	171178197
TNIP1	5	150409506	150460997
TNIP2	4	2743387	2758103
TNIP3	4	122052564	122137655
TNK1	17	7284365	7293092
TNK2	3	195590236	195635880
TNKS	8	9413445	9639856
TNKS1BP1	11	57067103	57092413
TNKS2	10	93558151	93625232
TNN	1	175036994	175117202
TNNC1	3	52485107	52488057
TNNC2	20	44451855	44455953
TNNI1	1	201372895	201390874
TNNI2	11	1860233	1862910
TNNI3	19	55663136	55669100
TNNT1	19	55644161	55660606
TNNT2	1	201328142	201346805
TNNT3	11	1940799	1959936
TNP1	2	217724182	217724782
TNPO1	5	72112418	72210215
TNPO2	19	12810008	12834810
TNPO3	7	128594234	128695227
TNR	1	175291935	175712752
TNRC18	7	5346423	5463177
TNRC6A	16	24741049	24837547
TNRC6B	22	40440821	40731812
TNRC6C	17	76000318	76104916
TNS1	2	218664512	218808796
TNS3	7	47314752	47621742
TNS4	17	38632080	38657854
TNXB+TNXA	6	31976197	32077151
TOB1	17	48939587	48941413
TOB2	22	41829492	41843027
TOE1	1	45805342	45809650
TOLLIP	11	1295598	1330892
TOM1	22	35695268	35743987
TOM1L1	17	52978052	53039328
TOM1L2	17	17746822	17875784
TOMM20	1	235272658	235292256
TOMM20L	14	58862644	58875419
TOMM22	22	39077954	39080766
TOMM34	20	43570771	43589114
TOMM40	19	45394477	45406946
TOMM40L	1	161195833	161200407
TOMM5	9	37588412	37592636
TOMM6	6	41755181	41757634
TOMM7	7	22852252	22862421
TOMM70A	3	100082307	100120225
TONSL	8	145654163	145669812
TOP1	20	39657462	39753126
TOP1MT	8	144391528	144417050
TOP1P1	1	171308035	171310463
TOP2A	17	38544773	38574202
TOP2B	3	25639475	25705788
TOP3A	17	18177235	18218321
TOP3B	22	22311403	22337147
TOPBP1	3	133319449	133380737
TOPORS	9	32540542	32552626
TOR1A	9	132575221	132586441
TOR1AIP1	1	179851420	179889211
TOR1AIP2	1	179809102	179846941
TOR1B	9	132565432	132573560
TOR3A	1	179051112	179065129
TOX	8	59717977	60031767
TOX2	20	42543492	42698254
TOX3	16	52471918	52581714
TOX4	14	21945335	21967319
TP53	17	7571720	7590863
TP53AIP1	11	128804627	128813294
TP53BP1	15	43699412	43802707
TP53BP2	1	223967595	224033674
TP53I11	11	44953899	44972608
TP53I13	17	27895739	27900175
TP53I3	2	24300305	24307728
TP53INP1	8	95938200	95961615
TP53INP2	20	33292148	33301237
TP63	3	189349216	189615068
TP73	1	3569129	3650467
TPBG	6	83072923	83077133
TPCN1	12	113659260	113736389
TPCN2	11	68816350	68858072
TPD52	8	80947105	81083836
TPD52L1	6	125474879	125584644
TPD52L2	20	62496590	62522890
TPD52L3	9	6328349	6331900
TPH1	11	18042084	18062335
TPH2	12	72332626	72426221
TPI1	12	6976584	6980110
TPI1P2	7	128695277	128697293
TPI1P3	6	116359894	116361107
TPK1	7	144149034	144533146
