geneid	chrm_probe	s1	s2
ARHGAP28	18	6834432	6915712
ARHGAP29	1	94634463	94703307
ARHGAP30	1	161016732	161039760
ARHGAP31	3	119013220	119138323
ARHGAP32	11	128834955	129062093
ARHGAP33	19	36266417	36279724
ARHGAP39	8	145754563	145838888
ARHGAP40	20	37230577	37279295
ARHGAP42	11	100558407	100861656
ARHGAP44	17	12692829	12894960
ARHGAP5	14	32546495	32628934
ARHGAP8+PRR5-ARHGAP8+PRR5	22	45064427	45258664
ARHGAP9	12	57866038	57873633
ARHGDIA	17	79825597	79829282
ARHGDIB	12	15094950	15114562
ARHGDIG	16	330606	333003
ARHGEF1	19	42387267	42411604
ARHGEF10	8	1772149	1906807
ARHGEF10L	1	17866330	18024370
ARHGEF11	1	156904632	157015162
ARHGEF12	11	120207618	120360645
ARHGEF15	17	8213556	8225834
ARHGEF16	1	3371147	3397677
ARHGEF17	11	73019663	73080425
ARHGEF18	19	7459999	7537371
ARHGEF19	1	16524599	16539104
ARHGEF2	1	155916630	155948336
ARHGEF25	12	58003963	58011026
ARHGEF26	3	153839149	153975616
ARHGEF3	3	56761446	57113336
ARHGEF33	2	39146504	39202590
ARHGEF35	7	143883176	143892791
ARHGEF37	5	148961135	149014527
ARHGEF38	4	106473777	106552837
ARHGEF4	2	131674224	131804836
ARHGEF40	14	21538527	21558036
ARHGEF5	7	144052489	144077725
ARHGEF7	13	111767624	111958081
ARID1A	1	27022522	27108601
ARID1B	6	157099064	157531913
ARID2	12	46123620	46301819
ARID3A	19	926037	972803
ARID3B	15	74833548	74890472
ARID3C	9	34621455	34628011
ARID4A	14	58765222	58840451
ARID4B	1	235330210	235491532
ARID5A	2	97202464	97218371
ARID5B	10	63661013	63856707
ARIH1	15	72766667	72878896
ARIH2	3	48956281	49022971
ARL1	12	101786903	101801572
ARL10	5	175792502	175800503
ARL11	13	50202435	50208008
ARL13B	3	93698983	93774522
ARL14	3	160394948	160396235
ARL15	5	53180614	53606403
ARL16	17	79648224	79650954
ARL17B+ARL17A	17	44376500	44657088
ARL2BP	16	57279038	57287545
ARL3	10	104433484	104474190
ARL4A	7	12726452	12730556
ARL4C	2	235401686	235405693
ARL4D	17	41476353	41478504
ARL5A	2	152657480	152685009
ARL5B	10	18948313	18966940
ARL5C	17	37313147	37322414
ARL6	3	97483595	97517373
ARL6IP1	16	18802991	18812857
ARL6IP4	12	123464880	123467460
ARL6IP5	3	69134090	69155239
ARL6IP6	2	153574423	153617767
ARL8A	1	202101977	202113866
ARL8B	3	5163930	5222601
ARL9	4	57371375	57390058
ARMC1	8	66514691	66546452
ARMC10	7	102715328	102740205
ARMC2	6	109169619	109295352
ARMC3	10	23216954	23326514
ARMC4	10	28101097	28287977
ARMC5	16	31470317	31478488
ARMC6	19	19144387	19168987
ARMC7	17	73106082	73126360
ARMC8	3	137906148	138016219
ARMC9	2	232063342	232209914
ARMS2	10	124214179	124216868
ARNT	1	150782181	150849244
ARNT2	15	80696692	80890277
ARNTL	11	13299325	13408812
ARNTL2	12	27485988	27573466
ARPC1A	7	98923496	98963885
ARPC1B	7	98972329	98992404
ARPC2	2	219081874	219119071
ARPC3	12	110872706	110888158
ARPC4-TTLL3+TTLL3+ARPC4	3	9834179	9878040
ARPC5	1	183595332	183604985
ARPC5L	9	127631484	127639696
ARPM1	3	169484711	169487683
ARPP19	15	52839432	52861213
ARPP21	3	35683849	35835988
ARRB1	11	74976482	75062873
ARRB2	17	4613789	4624795
ARRDC1	9	140500096	140509812
ARRDC2	19	18111944	18124911
ARRDC3	5	90664541	90679149
ARRDC4	15	98503933	98517068
ARRDC5	19	4890449	4902879
ARSA	22	51061182	51066601
ARSB	5	78073037	78282357
ARSG	17	66255323	66417000
ARSI	5	149675909	149682525
ARSJ	4	114821440	114900878
ARSK	5	94890825	94940806
ART1	11	3666361	3685646
ART3	4	76932337	77033955
ART4	12	14982245	14996413
ART5	11	3659736	3663546
ARTN	1	44398992	44402912
ARV1	1	231114823	231136479
ARVCF	22	19957402	20004309
ASAH1	8	17913925	17942507
ASAH2	10	51947000	52008370
ASAH2B	10	52499708	52514569
ASAM	11	122943033	123066007
ASAP1	8	131064353	131414217
ASAP2	2	9346894	9545812
ASAP3	1	23755056	23810750
ASB1	2	239335626	239360891
ASB13	10	5680820	5708558
ASB14	3	57302379	57326710
ASB15	7	123249112	123277932
ASB16	17	42248074	42256451
ASB2	14	94400513	94423767
ASB4	7	95115213	95169543
ASB5	4	177134826	177190373
ASB6	9	132396883	132404444
ASB7	15	101142755	101191904
ASB8	12	48541572	48551377
ASB9P1	15	93338714	93340338
ASCC1	10	73856274	73976183
ASCC2	22	30184601	30234254
ASCC3	6	100956608	101329224
ASCL1	12	103351452	103354294
ASCL2	11	2289728	2292182
ASCL3	11	8959119	8964580
ASCL4	12	108168162	108170421
ASF1A	6	119215241	119230335
ASF1B	19	14230321	14247440
ASGR1	17	7076751	7082883
ASGR2	17	7004641	7018128
ASH1L+MIR555	1	155305052	155532324
ASH2L	8	37963011	37997228
ASIP	20	32848171	32857148
ASL	7	65540776	65558329
ASNA1	19	12848306	12859137
ASNS	7	97481429	97501854
ASNSD1	2	190526125	190535557
ASPA	17	3377404	3402700
ASPDH	19	51014857	51017947
ASPG	14	104552048	104578925
ASPH	8	62413115	62627199
ASPHD1	16	29912147	29917377
ASPHD2	22	26825280	26840978
ASPM	1	197053257	197115824
ASPN	9	95218489	95244844
ASPSCR1	17	79935426	79975282
ASRGL1	11	62104774	62160887
ASS1	9	133320094	133376661
ASTE1	3	130732721	130745646
ASTL	2	96789589	96804175
ASTN1	1	176830203	177134024
ASTN2	9	119187504	120177317
ASXL1	20	30946147	31027122
ASXL2	2	25962253	26101312
ASXL3	18	31158541	31327399
ASZ1	7	117003276	117067577
ATAD1	10	89512875	89577917
ATAD2	8	124332091	124408705
ATAD2B	2	23971534	24149934
ATAD3A	1	1447523	1470067
ATAD3B	1	1407164	1431582
ATAD3C	1	1385069	1405538
ATAD5	17	29159023	29222295
ATAT1	6	30594613	30614598
ATCAY	19	3880618	3928080
ATE1	10	123502625	123687546
ATF1	12	51157789	51214943
ATF2	2	175939006	176032897
ATF3	1	212738697	212794116
ATF4	22	39916569	39918691
ATF5	19	50431959	50437193
ATF6	1	161736084	161928852
ATF6B	6	32083045	32096017
ATF7	12	53905843	54020199
ATF7IP	12	14518611	14651697
ATF7IP2	16	10522725	10577495
ATG10	5	81267844	81551216
ATG12	5	115163894	115177548
ATG13	11	46638826	46696368
ATG14	14	55833110	55878576
ATG16L1	2	234160217	234204320
ATG16L2	11	72525451	72540680
ATG2A	11	64662004	64684722
ATG2B	14	96747595	96829678
ATG3	3	112251359	112280485
ATG4B	2	242577027	242613271
ATG4C	1	63249803	63330050
ATG4D	19	10654647	10664094
ATG5	6	106632352	106773695
ATG7	3	11314010	11599139
ATG9A	2	220084102	220094361
ATG9B	7	150709297	150721586
ATHL1	11	289138	295688
ATIC	2	216176679	216214496
ATL1	14	50999800	51099784
ATL2	2	38522029	38604432
ATL3	11	63396437	63439083
ATM	11	108093559	108239826
ATMIN	16	81069458	81080951
ATN1	12	7033626	7051484
ATOH7	10	69990382	69991855
ATOH8	2	85980909	86018506
ATOX1	5	151122383	151138210
ATP10A	15	25923860	26108349
ATP10B	5	159990127	160279219
ATP10D	4	47487410	47595503
ATP11A	13	113344643	113541482
ATP11B	3	182511291	182639421
ATP12A	13	25254549	25285923
ATP13A1	19	19756010	19774503
ATP13A2	1	17312453	17338423
ATP13A3	3	194123403	194188968
ATP13A4	3	193119866	193272696
ATP13A5	3	192992831	193096514
ATP1A1	1	116915795	116947396
ATP1A1OS	1	116935487	116961244
ATP1A2	1	160085520	160113374
ATP1A3	19	42470734	42498382
ATP1A4	1	160121352	160156767
ATP1B1	1	169075947	169101960
ATP1B2	17	7554254	7561089
ATP1B3	3	141595470	141645382
ATP2A1	16	28889809	28915830
ATP2A2	12	110719032	110788897
ATP2A3	17	3827169	3867736
ATP2B1	12	89981826	90049844
ATP2B2	3	10365707	10547268
ATP2B4	1	203595928	203713209
ATP2C1	3	130569369	130735555
ATP2C2	16	84402133	84497793
ATP4A	19	36041095	36054560
ATP4B	13	114303122	114312513
ATP5A1	18	43664110	43684199
ATP5B	12	57031959	57039852
ATP5C1	10	7830093	7849762
ATP5D	19	1241749	1244824
ATP5E	20	57603733	57607422
ATP5EP2	13	28519343	28519710
ATP5F1	1	111991743	112004525
ATP5G1	17	46970148	46973232
ATP5G2	12	54058944	54070512
ATP5G3	2	176040986	176046490
ATP5H	17	73034955	73043074
ATP5I	4	666225	668127
ATP5J	21	27096791	27107965
ATP5J2+ATP5J2-PTCD1+PTCD1	7	99014362	99063824
ATP5L	11	118272104	118280562
ATP5L2	22	43035809	43036607
ATP5O	21	35275757	35288158
ATP5S	14	50779047	50792946
ATP5SL	19	41937223	41945843
ATP6AP1L	5	81601166	81614147
ATP6V0A1	17	40610862	40674597
ATP6V0A2	12	124196865	124246301
ATP6V0A4	7	138391039	138482941
ATP6V0B	1	44440602	44443972
ATP6V0C	16	2563727	2570224
ATP6V0D1	16	67471917	67515089
ATP6V0D2	8	87111139	87166454
ATP6V0E1	5	172410763	172461900
ATP6V0E2	7	149570057	149577787
ATP6V1A	3	113465866	113530905
ATP6V1B1	2	71162998	71192561
ATP6V1B2	8	20054704	20079207
ATP6V1C1	8	104033248	104085285
ATP6V1C2	2	10861775	10925236
ATP6V1D	14	67804581	67826720
ATP6V1E1	22	18074903	18111588
ATP6V1E2	2	46738986	46747096
ATP6V1F	7	128502857	128505903
ATP6V1G1	9	117349994	117361152
ATP6V1G2	6	31512240	31514627
ATP6V1G3	1	198492352	198510075
ATP6V1H	8	54628115	54755850
ATP7B	13	52506806	52585630
ATP8A1	4	42410392	42659122
ATP8A2	13	25946209	26595420
ATP8B1	18	55313659	55470327
ATP8B2	1	154298036	154323780
ATP8B3	19	1782074	1812270
ATP8B4	15	50150435	50411419
ATP8B5P	9	35406752	35483026
ATP9A	20	50213314	50384908
ATP9B	18	76829397	77138282
ATPAF1	1	47098411	47134099
ATPAF2	17	17921334	17942480
ATPBD4	15	35663170	35838404
ATPIF1	1	28562611	28564611
ATR	3	142168077	142297668
ATRIP	3	48488218	48507054
ATRN	20	3451665	3631769
ATRNL1	10	116853124	117708496
ATXN1	6	16299343	16761721
ATXN10	22	46067678	46241187
ATXN1L	16	71879899	71919174
ATXN2	12	111890018	112037480
ATXN2L	16	28834414	28848558
ATXN3	14	92524896	92572965
ATXN7	3	63850233	63989136
ATXN7L1	7	105245221	105517031
ATXN7L2	1	110026561	110035420
ATXN7L3	17	42269173	42275529
ATXN7L3B	12	74931551	74935232
ATXN8OS	13	70681345	70713885
AUH	9	93976097	94124206
AUP1	2	74753775	74756974
AURKA	20	54944445	54967351
AURKAIP1	1	1309110	1310818
AURKAPS1	1	220439521	220441057
AURKB	17	8108049	8113883
AURKC	19	57742377	57746916
AUTS2	7	69063905	70257885
AVEN	15	34158428	34331303
AVIL	12	58191160	58209852
AVL9	7	32535176	32623779
AVPI1	10	99437181	99447015
AVPR1A	12	63540216	63546590
AVPR1B	1	206224283	206231482
AXIN1	16	337440	402676
AXIN2	17	63524683	63557740
AXL	19	41725108	41767671
AZGP1	7	99564350	99573735
AZGP1P1	7	99578385	99581860
AZI1	17	79163393	79196751
AZI2	3	28363845	28390618
AZIN1	8	103838536	103876397
B2M	15	45003685	45010357
B3GALNT1	3	160801671	160823160
B3GALNT2	1	235610533	235667781
B3GALT1	2	168675182	168727366
B3GALT2	1	193147860	193155743
B3GALT4	6	33244917	33246602
B3GALT5	21	41029254	41034815
B3GALT6	1	1167629	1170420
B3GALTL	13	31774112	31906411
B3GAT1	11	134248398	134281812
B3GAT3	11	62382768	62389448
B3GNT1	11	66112843	66115161
B3GNT2	2	62423262	62451866
B3GNT3	19	17905919	17924385
B3GNT4	12	122688228	122692084
B3GNT5	3	182971032	182991179
B3GNT6	11	76745435	76753005
B3GNT7	2	232260335	232265875
B3GNT8	19	41931264	41934635
B3GNT9	16	67182005	67184902
B3GNTL1	17	80901667	81009686
B4GALNT1	12	58019551	58026985
B4GALNT2	17	47209822	47247351
B4GALNT3	12	569543	671058
B4GALNT4	11	369795	382117
B4GALT1	9	33110639	33167356
B4GALT2	1	44444866	44456840
B4GALT3	1	161141100	161147758
B4GALT4	3	118930589	118959752
B4GALT5	20	48249483	48330421
B4GALT6	18	29202209	29264686
B4GALT7	5	177027119	177037346
B9D1	17	19246483	19266046
B9D2	19	41860322	41870078
BAALC	8	104152921	104242533
BAAT	9	104122699	104147287
BACE1	11	117156415	117186972
BACE2	21	42539728	42648524
BACH1	21	30671220	30734217
BACH2	6	90636247	91006627
BAD	11	64037300	64052176
BAG1	9	33252470	33264759
BAG2	6	57037104	57050012
BAG3	10	121410882	121437329
BAG4	8	38034106	38068537
BAG5	14	104022881	104029151
BAG6	6	31606805	31620477
BAGE+BAGE4+BAGE5+BAGE2+BAGE3	21	11020842	11098937
BAHCC1	17	79373540	79433358
BAHD1	15	40733411	40760441
BAI1	8	143545377	143626368
BAI2	1	32192718	32229648
BAI3	6	69345632	70099403
BAIAP2	17	79008947	79091232
BAIAP2L1	7	97920962	98030427
BAIAP2L2	22	38480896	38506676
BAIAP3	16	1383606	1399442
BAK1	6	33540323	33548070
BAMBI	10	28966424	28971868
BANF1	11	65769550	65771617
BANF2	20	17674320	17716517
BANK1	4	102711764	102995969
BANP	16	87985038	88110924
BAP1	3	52435025	52444009
BARD1	2	215593275	215674428
BARHL1	9	135457993	135465640
BARX1	9	96713909	96717608
BARX2	11	129245881	129322174
BASP1	5	17217750	17276943
BAT1	6	31497996	31510225
BATF	14	75988784	76013334
BATF2	11	64755417	64764517
BATF3	1	212859759	212873327
BAX	19	49458117	49465055
BAZ1A	14	35221937	35344853
BAZ1B	7	72854728	72936615
BAZ2A	12	56989380	57030163
BAZ2B	2	160175490	160473059
BBC3	19	47724079	47736023
BBIP1	10	112658488	112679124
BBOX1	11	27062509	27149354
BBS1	11	66278119	66301084
BBS10	12	76738266	76742222
BBS12	4	123653857	123666098
BBS2	16	56518259	56554008
BBS4	15	72978526	73030817
BBS5	2	170336006	170363165
BBS7	4	122745635	122791642
BBS9	7	33169152	33645680
BBX	3	107241783	107530049
BCAM	19	45312338	45324678
BCAN	1	156611740	156629320
BCAP29	7	107220422	107263762
BCAR1	16	75262928	75301951
BCAR3	1	94027349	94147385
BCAR4	16	11913692	11922689
BCAS1	20	52560079	52687304
BCAS2	1	115110181	115124265
BCAS3	17	58755172	59470199
BCAS4	20	49411467	49493714
BCAT1	12	24962958	25102393
BCAT2	19	49298319	49314320
BCCIP	10	127512104	127542264
BCDIN3D	12	50229826	50236912
BCHE	3	165490692	165555253
BCKDHA	19	41903694	41930910
BCKDHB	6	80816344	81055987
BCKDK	16	31119662	31124112
BCL10	1	85731460	85742587
BCL11A	2	60678302	60780633
BCL11B	14	99635625	99737822
BCL2	18	60790579	60986613
BCL2A1	15	80253232	80263643
BCL2L1	20	30252261	30310656
BCL2L10	15	52401822	52404972
BCL2L11	2	111878491	111926022
BCL2L12	19	50168399	50177173
BCL2L13	22	18121485	18211989
BCL2L14	12	12223878	12252627
BCL2L15	1	114419436	114430169
BCL3	19	45251978	45263301
BCL6	3	187439165	187463513
BCL6B	17	6926369	6932961
BCL7A	12	122459861	122499950
BCL7B	7	72950683	72972065
BCL7C	16	30899116	30905399
BCL8	15	20874797	20961480
BCL9	1	147013182	147098015
BCL9L	11	118766851	118781613
BCLAF1	6	136578001	136610989
BCMO1	16	81272296	81324747
BCO2	11	112046208	112089649
BCR	22	23522552	23660224
BCRP2	22	21457305	21476575
BCRP3	22	25028882	25049327
BCS1L	2	219524379	219528166
BDH1	3	197236654	197300194
BDH2	4	103998782	104021024
BDKRB1	14	96722559	96731100
BDKRB2	14	96671135	96710666
BDNF	11	27676442	27743605
BDNF-AS1	11	27528399	27719718
BDP1	5	70751442	70863649
BEAN1	16	66460816	66527432
BECN1	17	40962150	40976310
BEGAIN	14	101003484	101036131
BEND3	6	107386385	107435636
BEND4	4	42112870	42154895
BEND5	1	49193540	49242547
BEND6	6	56819773	56892142
BEND7	10	13480484	13544976
BEST1	11	61717356	61731935
BEST2	19	12863407	12869271
BEST3	12	70047389	70093196
BEST4	1	45249257	45253426
BET1	7	93621000	93633690
BET1L	11	202924	207422
BET3L	6	116817651	116866773
BFAR	16	14726668	14763093
BFSP1	20	17474550	17539605
BFSP2	3	133118790	133194056
BGLAP+PMF1-BGLAP+PMF1	1	156182779	156213123
BHLHA15	7	97841566	97842271
BHLHE22	8	65492814	65496186
BHLHE40	3	5021097	5026865
BHLHE41	12	26272959	26278003
BHMT	5	78407604	78428113
BHMT2	5	78365547	78385897
BICC1	10	60272904	60588845
BICD1	12	32260185	32531141
BICD2	9	95473645	95527083
BID	22	18216906	18257258
BIK	22	43506757	43525718
BIN1	2	127805607	127864864
BIN2	12	51674822	51717938
BIN3	8	22477947	22526661
BIRC2	11	102217966	102249401
BIRC3	11	102188194	102208465
BIRC5	17	76210277	76221716
BIRC6	2	32582096	32843965
BIRC7	20	61867276	61871854
BIVM	13	103451399	103493888
BLCAP	20	36145819	36156333
BLID	11	121986062	121986923
BLK	8	11351521	11422108
BLM	15	91260579	91358686
BLMH	17	28575223	28619074
BLNK	10	97951455	98031333
BLOC1S1+RDH5+BLOC1S1-RDH5	12	56109818	56118526
BLOC1S2	10	102033713	102046439
BLOC1S3	19	45682003	45685058
BLVRA	7	43798272	43846941
BLVRB	19	40953691	40971725
BLZF1	1	169337194	169365780
BMF	15	40380092	40401075
BMI1	10	22610006	22620414
BMP10	2	69092613	69098649
BMP2	20	6748745	6760910
BMP2K	4	79697532	79833341
BMP3	4	81952119	81978685
BMP4	14	54416455	54423554
BMP5	6	55620238	55740375
BMP6	6	7727011	7881961
BMP7	20	55743809	55841707
BMP8A	1	39957318	39995541
BMP8B	1	40223903	40254533
BMPER	7	33945112	34194112
BMPR1A	10	88516396	88684945
BMPR1B	4	95679128	96079601
BMPR2	2	203241050	203432474
BMS1	10	43277954	43330385
BMS1P1+BMS1P5	10	46737613	48952629
BMS1P4	10	75458909	75490272
BNC1	15	83924655	83953468
BNC2	9	16409501	16870786
BNIP1	5	172571445	172591390
BNIP2	15	59955062	59981642
BNIP3	10	133781204	133795435
BNIP3L	8	26240523	26270644
BNIPL	1	151009029	151020076
BOC	3	112931375	113006305
BOD1	5	173034148	173043666
BOD1L	4	13570366	13629328
BOD1P	18	54814293	54817639
BOK	2	242498192	242513553
BOK-AS	2	242483801	242498558
BOLA1	1	149871155	149872348
BOLA2+BOLA2B	16	29464914	30205627
BOLA3	2	74362528	74375039
BOLL	2	198591603	198650938
BOP1	8	145486056	145515120
BPGM	7	134331531	134364567
BPHL	6	3118926	3153432
BPI	20	36932552	36965905
BPIL2	22	32809834	32853373
BPNT1	1	220230824	220263191
BPTF	17	65821780	65980494
BRAF	7	140433813	140624564
BRAP	12	112079950	112123790
BRCA1	17	41196312	41277500
BRCA2	13	32889617	32973809
BRD1	22	50166937	50218452
BRD2	6	32936437	32949282
BRD3	9	136895446	136933141
BRD4	19	15348301	15391262
BRD7	16	50352929	50402845
BRD7P3	6	118822536	118824996
BRD8	5	137475459	137514358
BRD9	5	863850	892939
BRDT	1	92414928	92479985
BRE	2	28113482	28561767
BREA2	8	144779285	144780583
BRF1	14	105675623	105767329
BRF2	8	37701398	37707431
BRI3	7	97910979	97922275
BRI3BP	12	125478194	125510349
BRIP1	17	59756547	59940920
BRIX1	5	34915820	34925787
BRMS1	11	66104804	66112582
BRMS1L	14	36295597	36341169
BROX	1	222885906	222906106
BRP44	1	167887310	167906278
BRP44L	6	166778408	166796486
BRPF1	3	9773434	9789699
BRPF3	6	36164550	36200567
BRSK1	19	55795534	55823903
BRSK2	11	1411129	1483328
BRWD1	21	40557404	40685556
BSCL2	11	62457747	62477046
BSDC1	1	32830705	32860062
BSG	19	571325	583493
BSN	3	49591922	49708982
BSND	1	55464617	55474465
BSPRY	9	116111812	116133513
BST1	4	15704573	15733796
BST2	19	17513755	17516384
BSX	11	122848357	122852379
BTAF1	10	93683736	93790080
BTBD1	15	83685181	83736106
BTBD10	11	13409556	13484838
BTBD11	12	107712197	108053419
BTBD16	10	124030821	124097676
BTBD17	17	72352555	72357958
BTBD18	11	57510986	57519253
BTBD19	1	45274154	45279801
BTBD2	19	1985447	2015702
BTBD3	20	11871477	11907243
BTBD6	14	105714879	105717430
BTBD7	14	93703896	93799385
BTBD8	1	92545862	92613401
BTBD9	6	38136227	38607924
BTC	4	75671448	75719882
BTD	3	15643255	15687325
BTF3	5	72794250	72801448
BTF3L4	1	52521857	52554090
BTG1	12	92534054	92539673
BTG2	1	203274664	203278729
BTG3	21	18965968	18985268
BTG4	11	111338256	111383064
BTLA	3	112182813	112218408
BTN1A1	6	26501495	26510652
BTN2A1	6	26458153	26476849
BTN2A2	6	26383324	26395100
BTN2A3	6	26421619	26430816
BTN3A1	6	26402465	26415444
BTN3A2	6	26365398	26378548
BTN3A3	6	26440700	26453643
BTNL2	6	32362513	32374900
BTNL3	5	180415845	180433727
BTNL8	5	180326077	180377906
BTNL9	5	180467225	180488523
BTRC	10	103113825	103317070
BUB1	2	111395409	111435684
BUB3	10	124913760	124924886
BUD13	11	116618886	116643714
BUD31	7	99006601	99017239
BVES	6	105544699	105585049
BYSL	6	41888965	41900784
BZRAP1	17	56378594	56406152
BZW1	2	201676647	201688560
BZW2	7	16685759	16746148
C10orf10	10	45471709	45474330
C10orf105	10	73471458	73497581
C10orf107	10	63422719	63526091
C10orf108	10	695888	711109
C10orf11	10	77542519	78317126
C10orf111	10	15137384	15139318
C10orf113	10	21414692	21435488
C10orf114	10	21783421	21786213
C10orf118+MIR2110	10	115881974	115934364
C10orf12	10	98741041	98745585
C10orf125	10	135168658	135171529
C10orf128	10	50363891	50396407
C10orf129	10	96953957	96988686
C10orf131	10	97667722	97698415
C10orf136	10	44340754	44346070
C10orf137	10	127408084	127452712
C10orf140	10	21802409	21814611
C10orf18	10	5726801	5805703
C10orf2	10	102747293	102754158
C10orf25	10	45493146	45496470
C10orf26	10	104503727	104576021
C10orf27	10	72530995	72545157
C10orf28	10	99894381	100004654
C10orf32+C10orf32-AS3MT+AS3MT	10	104613967	104661655
C10orf35	10	71390003	71393355
C10orf46	10	120440494	120514758
C10orf47	10	11865397	11914276
C10orf53	10	50887684	50916956
C10orf54	10	73507314	73533337
C10orf55	10	75669727	75682535
C10orf57	10	81838426	81852307
C10orf58	10	82168242	82192753
C10orf62	10	99349450	99350691
C10orf67	10	23605520	23633772
C10orf68+CCDC7	10	32735041	33171792
C10orf71	10	50507187	50535537
C10orf72	10	50222333	50323559
C10orf76	10	103605356	103815932
C10orf78	10	105881816	105886143
C10orf79	10	105889646	105992120
C10orf81	10	115511213	115542192
C10orf82	10	118423207	118429481
C10orf84	10	120068572	120101839
C10orf88	10	124690419	124713919
C10orf90	10	128113574	128210010
C10orf91	10	134258714	134261825
C10orf93	10	134742689	134756089
C10orf95	10	104209594	104211300
C10orf96	10	118083940	118139541
C10orf99	10	85933554	85945050
C11orf1	11	111749948	111754797
C11orf16	11	8941623	8954553
C11orf17	11	8932701	8941626
C11orf2	11	64863683	64879180
C11orf20	11	64067863	64072239
C11orf21	11	2317507	2323143
C11orf24	11	68028803	68039469
C11orf30	11	76156069	76262589
C11orf31	11	57508722	57510883
C11orf34	11	112118876	112131583
C11orf35	11	554850	560779
C11orf36	11	3239562	3244361
C11orf41	11	33563877	33695646
C11orf42	11	6226798	6232365
C11orf45	11	128769460	128775592
C11orf46	11	30344649	30359165
C11orf48	11	62430289	62439241
C11orf49	11	46958251	47185931
C11orf51	11	71820633	71823822
C11orf53	11	111126707	111156972
C11orf54	11	93474793	93496247
C11orf57	11	111944968	111955874
C11orf58	11	16760148	16779901
C11orf59	11	71808338	71814433
C11orf61	11	124636394	124670299
C11orf63	11	122753473	122830430
C11orf65	11	108253727	108338258
C11orf66	11	61248585	61258400
C11orf67	11	77532208	77583398
C11orf68	11	65684283	65686531
C11orf70	11	101918169	101955291
C11orf71	11	114262170	114271139
C11orf73	11	86013253	86056985
C11orf74	11	36616093	36680817
C11orf75	11	93211639	93276546
C11orf82	11	82612737	82645699
C11orf83	11	62439126	62441162
C11orf84	11	63580923	63595190
C11orf85	11	64705929	64727609
C11orf86	11	66742754	66744479
C11orf87	11	109292846	109299893
C11orf88	11	111385510	111407756
C11orf9	11	61520121	61555989
C11orf90	11	93553735	93583668
C11orf91	11	33719654	33722286
C11orf92	11	111164114	111170539
C11orf93	11	111169976	111179353
C11orf94	11	45928086	45928833
C11orf95	11	63527364	63536113
C11orf96	11	43964106	43965433
